site,cons_class,cons_fam,cons_sp,lev1,lev2,w,nb_sample,nb_guts,nb_empty,cons_size
jap,Actinopterygii,Pomacentridae,Pomachromis richardsoni,Annelida,Worm,0.07,14,14,0,6
jap,Actinopterygii,Pomacentridae,Pomachromis richardsoni,Annelida,Worm,0.07,14,14,0,6
jap,Actinopterygii,Pomacentridae,Pomachromis richardsoni,Cirripedia,Cirripedia,0.71,14,14,0,6
jap,Actinopterygii,Pomacentridae,Pomachromis richardsoni,Copepoda,Zooplankton,1,14,14,0,6
jap,Actinopterygii,Pomacentridae,Pomachromis richardsoni,Copepoda,Zooplankton,1,14,14,0,6
jap,Actinopterygii,Pomacentridae,Pomachromis richardsoni,Copepoda,Zooplankton,0.29,14,14,0,6
jap,Actinopterygii,Pomacentridae,Pomachromis richardsoni,Foraminifera,Foraminifera,0.07,14,14,0,6
jap,Actinopterygii,Pomacentridae,Pomachromis richardsoni,Hydrozoa,Medusozoa,0.07,14,14,0,6
jap,Actinopterygii,Pomacentridae,Pomachromis richardsoni,Isopoda,Zooplankton,0.07,14,14,0,6
jap,Actinopterygii,Pomacentridae,Pomachromis richardsoni,Tunicata,Tunicata,0.29,14,14,0,6
jap,Actinopterygii,Pomacentridae,Pomachromis richardsoni,Zooplankton,Zooplankton,0.79,14,14,0,6
jap,Actinopterygii,Pomacentridae,Pomachromis richardsoni,Zooplankton,Zooplankton,0.14,14,14,0,6
jap,Actinopterygii,Pseudochromidae,Pseudochromis tapeinosoma,Amphipoda,Zooplankton,1,5,5,0,7.4
jap,Actinopterygii,Pseudochromidae,Pseudochromis tapeinosoma,Amphipoda,Zooplankton,0.4,5,5,0,7.4
jap,Actinopterygii,Pseudochromidae,Pseudochromis tapeinosoma,Annelida,Worm,0.2,5,5,0,7.4
jap,Actinopterygii,Pseudochromidae,Pseudochromis tapeinosoma,Annelida,Worm,0.2,5,5,0,7.4
jap,Actinopterygii,Pseudochromidae,Pseudochromis tapeinosoma,Brachyura,Decapoda,0.2,5,5,0,7.4
jap,Actinopterygii,Pseudochromidae,Pseudochromis tapeinosoma,Copepoda,Zooplankton,0.8,5,5,0,7.4
jap,Actinopterygii,Pseudochromidae,Pseudochromis tapeinosoma,Copepoda,Zooplankton,0.2,5,5,0,7.4
jap,Actinopterygii,Pseudochromidae,Pseudochromis tapeinosoma,Cumacea,Zooplankton,0.6,5,5,0,7.4
jap,Actinopterygii,Pseudochromidae,Pseudochromis tapeinosoma,Foraminifera,Foraminifera,0.2,5,5,0,7.4
jap,Actinopterygii,Pseudochromidae,Pseudochromis tapeinosoma,Insecta,Insecta,0.2,5,5,0,7.4
jap,Actinopterygii,Pseudochromidae,Pseudochromis tapeinosoma,Isopoda,Zooplankton,0.4,5,5,0,7.4
jap,Actinopterygii,Pseudochromidae,Pseudochromis tapeinosoma,Ostracoda,Zooplankton,0.2,5,5,0,7.4
jap,Actinopterygii,Pseudochromidae,Pseudochromis tapeinosoma,Shrimp,Decapoda,0.4,5,5,0,7.4
jap,Actinopterygii,Pseudochromidae,Pseudochromis tapeinosoma,Zooplankton,Zooplankton,0.2,5,5,0,7.4
jap,Actinopterygii,Pseudochromidae,Pseudochromis tapeinosoma,Zooplankton,Zooplankton,0.2,5,5,0,7.4
jap,Actinopterygii,Gobiidae,Ptereleotris evides,Copepoda,Zooplankton,1,23,23,0,14
jap,Actinopterygii,Gobiidae,Ptereleotris evides,Copepoda,Zooplankton,0.96,23,23,0,14
jap,Actinopterygii,Gobiidae,Ptereleotris evides,Copepoda,Zooplankton,0.48,23,23,0,14
jap,Actinopterygii,Gobiidae,Ptereleotris evides,Copepoda,Zooplankton,0.04,23,23,0,14
jap,Actinopterygii,Gobiidae,Ptereleotris evides,Zooplankton,Zooplankton,0.04,23,23,0,14
jap,Actinopterygii,Gobiidae,Ptereleotris microlepis,Algae,Benthic autotroph,0.25,12,12,0,13
jap,Actinopterygii,Gobiidae,Ptereleotris microlepis,Copepoda,Zooplankton,1,12,12,0,13
jap,Actinopterygii,Gobiidae,Ptereleotris microlepis,Copepoda,Zooplankton,1,12,12,0,13
jap,Actinopterygii,Gobiidae,Ptereleotris microlepis,Copepoda,Zooplankton,0.58,12,12,0,13
jap,Actinopterygii,Gobiidae,Ptereleotris microlepis,Foraminifera,Foraminifera,0.08,12,12,0,13
jap,Actinopterygii,Gobiidae,Ptereleotris microlepis,Zooplankton,Zooplankton,0.25,12,12,0,13
jap,Actinopterygii,Gobiidae,Ptereleotris microlepis,Zooplankton,Zooplankton,0.17,12,12,0,13
jap,Actinopterygii,Gobiidae,Ptereleotris microlepis,Zooplankton,Zooplankton,0.08,12,12,0,13
jap,Actinopterygii,Balistidae,Rhinecanthus aculeatus,Algae,Benthic autotroph,0.78,9,9,0,30
jap,Actinopterygii,Balistidae,Rhinecanthus aculeatus,Algae,Benthic autotroph,0.44,9,9,0,30
jap,Actinopterygii,Balistidae,Rhinecanthus aculeatus,Amphipoda,Zooplankton,1,9,9,0,30
jap,Actinopterygii,Balistidae,Rhinecanthus aculeatus,Annelida,Worm,0.33,9,9,0,30
jap,Actinopterygii,Balistidae,Rhinecanthus aculeatus,Annelida,Worm,0.22,9,9,0,30
jap,Actinopterygii,Balistidae,Rhinecanthus aculeatus,Anomura,Decapoda,0.11,9,9,0,30
jap,Actinopterygii,Balistidae,Rhinecanthus aculeatus,Brachyura,Decapoda,0.78,9,9,0,30
jap,Actinopterygii,Balistidae,Rhinecanthus aculeatus,Copepoda,Zooplankton,0.89,9,9,0,30
jap,Actinopterygii,Balistidae,Rhinecanthus aculeatus,Copepoda,Zooplankton,0.22,9,9,0,30
jap,Actinopterygii,Balistidae,Rhinecanthus aculeatus,Cumacea,Zooplankton,0.22,9,9,0,30
jap,Actinopterygii,Balistidae,Rhinecanthus aculeatus,Echinoidea,Echinoidea,0.11,9,9,0,30
jap,Actinopterygii,Balistidae,Rhinecanthus aculeatus,Foraminifera,Foraminifera,0.89,9,9,0,30
jap,Actinopterygii,Balistidae,Rhinecanthus aculeatus,Gastropoda,Gastropoda,0.78,9,9,0,30
jap,Actinopterygii,Balistidae,Rhinecanthus aculeatus,Hydrozoa,Medusozoa,0.11,9,9,0,30
jap,Actinopterygii,Balistidae,Rhinecanthus aculeatus,Inorganic,Inorganic,0.89,9,9,0,30
jap,Actinopterygii,Balistidae,Rhinecanthus aculeatus,Isopoda,Zooplankton,0.33,9,9,0,30
jap,Actinopterygii,Balistidae,Rhinecanthus aculeatus,Ostracoda,Zooplankton,0.44,9,9,0,30
jap,Actinopterygii,Balistidae,Rhinecanthus aculeatus,Polyplacophora,Polyplacophora,0.22,9,9,0,30
jap,Actinopterygii,Balistidae,Rhinecanthus aculeatus,Porifera,Porifera,0.56,9,9,0,30
jap,Actinopterygii,Balistidae,Rhinecanthus aculeatus,Shrimp,Decapoda,0.11,9,9,0,30
jap,Actinopterygii,Balistidae,Rhinecanthus aculeatus,Tanaidacea,Zooplankton,0.67,9,9,0,30
jap,Actinopterygii,Balistidae,Rhinecanthus aculeatus,Zooplankton,Zooplankton,0.44,9,9,0,30
jap,Actinopterygii,Balistidae,Rhinecanthus aculeatus,Zooplankton,Zooplankton,0.11,9,9,0,30
jap,Actinopterygii,Blenniidae,Salarias fasciatus,Algae,Benthic autotroph,1,13,12,1,14
jap,Actinopterygii,Blenniidae,Salarias fasciatus,Algae,Benthic autotroph,0.08,13,12,1,14
jap,Actinopterygii,Blenniidae,Salarias fasciatus,Amphipoda,Zooplankton,0.08,13,12,1,14
jap,Actinopterygii,Blenniidae,Salarias fasciatus,Copepoda,Zooplankton,0.33,13,12,1,14
jap,Actinopterygii,Blenniidae,Salarias fasciatus,Cumacea,Zooplankton,0.08,13,12,1,14
jap,Actinopterygii,Blenniidae,Salarias fasciatus,Detritus,Detritus,1,13,12,1,14
jap,Actinopterygii,Blenniidae,Salarias fasciatus,Foraminifera,Foraminifera,0.83,13,12,1,14
jap,Actinopterygii,Blenniidae,Salarias fasciatus,Gastropoda,Gastropoda,0.25,13,12,1,14
jap,Actinopterygii,Blenniidae,Salarias fasciatus,Inorganic,Inorganic,1,13,12,1,14
jap,Actinopterygii,Blenniidae,Salarias fasciatus,Porifera,Porifera,0.25,13,12,1,14
jap,Actinopterygii,Blenniidae,Salarias fasciatus,Zooplankton,Zooplankton,0.17,13,12,1,14
jap,Actinopterygii,Blenniidae,Salarias luctuosus,Algae,Benthic autotroph,1,4,4,0,5
jap,Actinopterygii,Blenniidae,Salarias luctuosus,Algae,Benthic autotroph,0.25,4,4,0,5
jap,Actinopterygii,Blenniidae,Salarias luctuosus,Detritus,Detritus,1,4,4,0,5
jap,Actinopterygii,Blenniidae,Salarias luctuosus,Foraminifera,Foraminifera,0.75,4,4,0,5
jap,Actinopterygii,Blenniidae,Salarias luctuosus,Inorganic,Inorganic,1,4,4,0,5
jap,Actinopterygii,Blenniidae,Salarias luctuosus,Porifera,Porifera,0.25,4,4,0,5
jap,Actinopterygii,Synodontidae,Saurida gracilis,Actinopterygii,Actinopterygii,1,7,4,3,32
jap,Actinopterygii,Labridae,Scarus ghobban,Algae,Benthic autotroph,1,15,15,0,75
jap,Actinopterygii,Labridae,Scarus ghobban,Detritus,Detritus,1,15,15,0,75
jap,Actinopterygii,Labridae,Scarus ghobban,Foraminifera,Foraminifera,0.7,15,15,0,75
jap,Actinopterygii,Labridae,Scarus ghobban,Inorganic,Inorganic,0.87,15,15,0,75
jap,Actinopterygii,Labridae,Scarus oviceps,Algae,Benthic autotroph,1,4,4,0,35
jap,Actinopterygii,Labridae,Scarus oviceps,Detritus,Detritus,1,4,4,0,35
jap,Actinopterygii,Labridae,Scarus oviceps,Inorganic,Inorganic,1,4,4,0,35
jap,Actinopterygii,Labridae,Scarus prasiognathos,Algae,Benthic autotroph,1,6,6,0,70
jap,Actinopterygii,Labridae,Scarus prasiognathos,Detritus,Detritus,1,6,6,0,70
jap,Actinopterygii,Labridae,Scarus prasiognathos,Foraminifera,Foraminifera,0.33,6,6,0,70
jap,Actinopterygii,Labridae,Scarus prasiognathos,Inorganic,Inorganic,1,6,6,0,70
jap,Actinopterygii,Labridae,Scarus psittacus,Algae,Benthic autotroph,1,8,7,1,34
jap,Actinopterygii,Labridae,Scarus psittacus,Detritus,Detritus,1,8,7,1,34
jap,Actinopterygii,Labridae,Scarus psittacus,Inorganic,Inorganic,1,8,7,1,34
jap,Actinopterygii,Nemipteridae,Scolopsis lineata,Algae,Benthic autotroph,0.27,13,11,2,25
jap,Actinopterygii,Nemipteridae,Scolopsis lineata,Amphipoda,Zooplankton,0.45,13,11,2,25
jap,Actinopterygii,Nemipteridae,Scolopsis lineata,Annelida,Worm,0.91,13,11,2,25
jap,Actinopterygii,Nemipteridae,Scolopsis lineata,Annelida,Worm,0.45,13,11,2,25
jap,Actinopterygii,Nemipteridae,Scolopsis lineata,Copepoda,Zooplankton,0.82,13,11,2,25
jap,Actinopterygii,Nemipteridae,Scolopsis lineata,Copepoda,Zooplankton,0.18,13,11,2,25
jap,Actinopterygii,Nemipteridae,Scolopsis lineata,Gastropoda,Gastropoda,0.27,13,11,2,25
jap,Actinopterygii,Nemipteridae,Scolopsis lineata,Inorganic,Inorganic,0.27,13,11,2,25
jap,Actinopterygii,Nemipteridae,Scolopsis lineata,Isopoda,Zooplankton,0.9,13,11,2,25
jap,Actinopterygii,Nemipteridae,Scolopsis lineata,Ostracoda,Zooplankton,0.18,13,11,2,25
jap,Actinopterygii,Nemipteridae,Scolopsis lineata,Polyplacophora,Polyplacophora,0.36,13,11,2,25
jap,Actinopterygii,Nemipteridae,Scolopsis lineata,Pycnogonida,Pycnogonida,0.9,13,11,2,25
jap,Actinopterygii,Nemipteridae,Scolopsis lineata,Shrimp,Decapoda,0.18,13,11,2,25
jap,Actinopterygii,Nemipteridae,Scolopsis lineata,Tanaidacea,Zooplankton,0.55,13,11,2,25
jap,Actinopterygii,Nemipteridae,Scolopsis lineata,Zooplankton,Zooplankton,0.18,13,11,2,25
jap,Actinopterygii,Scorpaenidae,Scorpaenodes kelloggi,Algae,Benthic autotroph,0.25,6,4,2,5
jap,Actinopterygii,Scorpaenidae,Scorpaenodes kelloggi,Brachyura,Decapoda,0.25,6,4,2,5
jap,Actinopterygii,Scorpaenidae,Scorpaenodes kelloggi,Shrimp,Decapoda,0.5,6,4,2,5
jap,Actinopterygii,Siganidae,Siganus punctatus,Actinopterygii,Actinopterygii,0.17,6,6,0,40
jap,Actinopterygii,Siganidae,Siganus punctatus,Algae,Benthic autotroph,1,6,6,0,40
jap,Actinopterygii,Siganidae,Siganus punctatus,Algae,Benthic autotroph,0.83,6,6,0,40
jap,Actinopterygii,Siganidae,Siganus punctatus,Annelida,Worm,0.17,6,6,0,40
jap,Actinopterygii,Siganidae,Siganus punctatus,Porifera,Porifera,1,6,6,0,40
jap,Actinopterygii,Siganidae,Siganus punctatus,Tanaidacea,Zooplankton,0.33,6,6,0,40
jap,Actinopterygii,Siganidae,Siganus spinus,Algae,Benthic autotroph,1,42,42,0,28
jap,Actinopterygii,Siganidae,Siganus spinus,Algae,Benthic autotroph,0.69,42,42,0,28
jap,Actinopterygii,Siganidae,Siganus spinus,Copepoda,Zooplankton,0.1,42,42,0,28
jap,Actinopterygii,Siganidae,Siganus spinus,Copepoda,Zooplankton,0.02,42,42,0,28
jap,Actinopterygii,Siganidae,Siganus spinus,Cumacea,Zooplankton,0.02,42,42,0,28
jap,Actinopterygii,Siganidae,Siganus spinus,Foraminifera,Foraminifera,0.24,42,42,0,28
jap,Actinopterygii,Siganidae,Siganus spinus,Gastropoda,Gastropoda,0.1,42,42,0,28
jap,Actinopterygii,Siganidae,Siganus spinus,Hydrozoa,Medusozoa,0.02,42,42,0,28
jap,Actinopterygii,Siganidae,Siganus spinus,Inorganic,Inorganic,0.43,42,42,0,28
jap,Actinopterygii,Siganidae,Siganus spinus,Porifera,Porifera,0.02,42,42,0,28
jap,Actinopterygii,Siganidae,Siganus spinus,Zooplankton,Zooplankton,0.02,42,42,0,28
jap,Actinopterygii,Siganidae,Siganus virgatus,Actinopterygii,Actinopterygii,0.04,23,23,0,30
jap,Actinopterygii,Siganidae,Siganus virgatus,Algae,Benthic autotroph,1,23,23,0,30
jap,Actinopterygii,Siganidae,Siganus virgatus,Algae,Benthic autotroph,0.78,23,23,0,30
jap,Actinopterygii,Siganidae,Siganus virgatus,Amphipoda,Zooplankton,0.09,23,23,0,30
jap,Actinopterygii,Siganidae,Siganus virgatus,Copepoda,Zooplankton,0.13,23,23,0,30
jap,Actinopterygii,Siganidae,Siganus virgatus,Copepoda,Zooplankton,0.04,23,23,0,30
jap,Actinopterygii,Siganidae,Siganus virgatus,Foraminifera,Foraminifera,0.04,23,23,0,30
jap,Actinopterygii,Siganidae,Siganus virgatus,Isopoda,Zooplankton,0.04,23,23,0,30
jap,Actinopterygii,Siganidae,Siganus virgatus,Ostracoda,Zooplankton,0.04,23,23,0,30
jap,Actinopterygii,Siganidae,Siganus virgatus,Porifera,Porifera,0.17,23,23,0,30
jap,Actinopterygii,Siganidae,Siganus virgatus,Tanaidacea,Zooplankton,0.04,23,23,0,30
jap,Actinopterygii,Siganidae,Siganus virgatus,Zooplankton,Zooplankton,0.09,23,23,0,30
jap,Actinopterygii,Sphyraenidae,Sphyraena barracuda,Actinopterygii,Actinopterygii,1,5,4,1,200
jap,Actinopterygii,Pomacentridae,Stegastes nigricans,Actinopterygii,Actinopterygii,0.19,18,16,2,14
jap,Actinopterygii,Pomacentridae,Stegastes nigricans,Algae,Benthic autotroph,1,18,16,2,14
jap,Actinopterygii,Pomacentridae,Stegastes nigricans,Amphipoda,Zooplankton,0.06,18,16,2,14
jap,Actinopterygii,Pomacentridae,Stegastes nigricans,Cirripedia,Cirripedia,0.06,18,16,2,14
jap,Actinopterygii,Pomacentridae,Stegastes nigricans,Copepoda,Zooplankton,0.19,18,16,2,14
jap,Actinopterygii,Pomacentridae,Stegastes nigricans,Detritus,Detritus,1,18,16,2,14
jap,Actinopterygii,Pomacentridae,Stegastes nigricans,Echinoidea,Echinoidea,0.13,18,16,2,14
jap,Actinopterygii,Pomacentridae,Stegastes nigricans,Foraminifera,Foraminifera,0.56,18,16,2,14
jap,Actinopterygii,Pomacentridae,Stegastes nigricans,Gastropoda,Gastropoda,0.06,18,16,2,14
jap,Actinopterygii,Pomacentridae,Stegastes nigricans,Inorganic,Inorganic,0.5,18,16,2,14
jap,Actinopterygii,Pomacentridae,Stegastes nigricans,Isopoda,Zooplankton,0.06,18,16,2,14
jap,Actinopterygii,Pomacentridae,Stegastes nigricans,Ophiuroidea,Ophiuroidea,0.06,18,16,2,14
jap,Actinopterygii,Pomacentridae,Stegastes nigricans,Ostracoda,Zooplankton,0.06,18,16,2,14
jap,Actinopterygii,Pomacentridae,Stegastes nigricans,Porifera,Porifera,0.31,18,16,2,14
jap,Actinopterygii,Pomacentridae,Stegastes nigricans,Scleractinia,Anthozoa,0.06,18,16,2,14
jap,Actinopterygii,Pomacentridae,Stegastes nigricans,Tanaidacea,Zooplankton,0.13,18,16,2,14
jap,Actinopterygii,Pomacentridae,Stegastes nigricans,Zooplankton,Zooplankton,0.13,18,16,2,14
jap,Actinopterygii,Labridae,Stethojulis bandanensis,Algae,Benthic autotroph,0.55,21,20,1,15
jap,Actinopterygii,Labridae,Stethojulis bandanensis,Amphipoda,Zooplankton,1,21,20,1,15
jap,Actinopterygii,Labridae,Stethojulis bandanensis,Amphipoda,Zooplankton,0.05,21,20,1,15
jap,Actinopterygii,Labridae,Stethojulis bandanensis,Annelida,Worm,0.65,21,20,1,15
jap,Actinopterygii,Labridae,Stethojulis bandanensis,Annelida,Worm,0.6,21,20,1,15
jap,Actinopterygii,Labridae,Stethojulis bandanensis,Arachnida,Arachnida,0.05,21,20,1,15
jap,Actinopterygii,Labridae,Stethojulis bandanensis,Brachyura,Decapoda,0.2,21,20,1,15
jap,Actinopterygii,Labridae,Stethojulis bandanensis,Cirripedia,Cirripedia,0.15,21,20,1,15
jap,Actinopterygii,Labridae,Stethojulis bandanensis,Copepoda,Zooplankton,1,21,20,1,15
jap,Actinopterygii,Labridae,Stethojulis bandanensis,Copepoda,Zooplankton,0.4,21,20,1,15
jap,Actinopterygii,Labridae,Stethojulis bandanensis,Cumacea,Zooplankton,0.6,21,20,1,15
jap,Actinopterygii,Labridae,Stethojulis bandanensis,Echinoidea,Echinoidea,0.05,21,20,1,15
jap,Actinopterygii,Labridae,Stethojulis bandanensis,Foraminifera,Foraminifera,0.9,21,20,1,15
jap,Actinopterygii,Labridae,Stethojulis bandanensis,Gastropoda,Gastropoda,0.65,21,20,1,15
jap,Actinopterygii,Labridae,Stethojulis bandanensis,Inorganic,Inorganic,0.95,21,20,1,15
jap,Actinopterygii,Labridae,Stethojulis bandanensis,Insecta,Insecta,0.05,21,20,1,15
jap,Actinopterygii,Labridae,Stethojulis bandanensis,Isopoda,Zooplankton,0.2,21,20,1,15
jap,Actinopterygii,Labridae,Stethojulis bandanensis,Ostracoda,Zooplankton,0.35,21,20,1,15
jap,Actinopterygii,Labridae,Stethojulis bandanensis,Porifera,Porifera,0.15,21,20,1,15
jap,Actinopterygii,Labridae,Stethojulis bandanensis,Pycnogonida,Pycnogonida,0.25,21,20,1,15
jap,Actinopterygii,Labridae,Stethojulis bandanensis,Tanaidacea,Zooplankton,0.9,21,20,1,15
jap,Actinopterygii,Labridae,Stethojulis bandanensis,Zooplankton,Zooplankton,0.15,21,20,1,15
jap,Actinopterygii,Labridae,Stethojulis bandanensis,Zooplankton,Zooplankton,0.1,21,20,1,15
jap,Actinopterygii,Labridae,Stethojulis bandanensis,Zooplankton,Zooplankton,0.1,21,20,1,15
jap,Actinopterygii,Labridae,Stethojulis strigiventer,Algae,Benthic autotroph,0.29,41,41,0,15
jap,Actinopterygii,Labridae,Stethojulis strigiventer,Amphipoda,Zooplankton,0.93,41,41,0,15
jap,Actinopterygii,Labridae,Stethojulis strigiventer,Amphipoda,Zooplankton,0.02,41,41,0,15
jap,Actinopterygii,Labridae,Stethojulis strigiventer,Annelida,Worm,0.39,41,41,0,15
jap,Actinopterygii,Labridae,Stethojulis strigiventer,Annelida,Worm,0.29,41,41,0,15
jap,Actinopterygii,Labridae,Stethojulis strigiventer,Anomura,Decapoda,0.05,41,41,0,15
jap,Actinopterygii,Labridae,Stethojulis strigiventer,Arachnida,Arachnida,0.12,41,41,0,15
jap,Actinopterygii,Labridae,Stethojulis strigiventer,Bivalvia,Bivalvia,0.02,41,41,0,15
jap,Actinopterygii,Labridae,Stethojulis strigiventer,Brachyura,Decapoda,0.05,41,41,0,15
jap,Actinopterygii,Labridae,Stethojulis strigiventer,Cirripedia,Cirripedia,0.05,41,41,0,15
jap,Actinopterygii,Labridae,Stethojulis strigiventer,Copepoda,Zooplankton,0.98,41,41,0,15
jap,Actinopterygii,Labridae,Stethojulis strigiventer,Copepoda,Zooplankton,0.32,41,41,0,15
jap,Actinopterygii,Labridae,Stethojulis strigiventer,Copepoda,Zooplankton,0.02,41,41,0,15
jap,Actinopterygii,Labridae,Stethojulis strigiventer,Cumacea,Zooplankton,0.32,41,41,0,15
jap,Actinopterygii,Labridae,Stethojulis strigiventer,Foraminifera,Foraminifera,0.8,41,41,0,15
jap,Actinopterygii,Labridae,Stethojulis strigiventer,Gastropoda,Gastropoda,0.63,41,41,0,15
jap,Actinopterygii,Labridae,Stethojulis strigiventer,Inorganic,Inorganic,0.95,41,41,0,15
jap,Actinopterygii,Labridae,Stethojulis strigiventer,Isopoda,Zooplankton,0.29,41,41,0,15
jap,Actinopterygii,Labridae,Stethojulis strigiventer,Ostracoda,Zooplankton,0.34,41,41,0,15
jap,Actinopterygii,Labridae,Stethojulis strigiventer,Porifera,Porifera,0.15,41,41,0,15
jap,Actinopterygii,Labridae,Stethojulis strigiventer,Pycnogonida,Pycnogonida,0.22,41,41,0,15
jap,Actinopterygii,Labridae,Stethojulis strigiventer,Shrimp,Decapoda,0.02,41,41,0,15
jap,Actinopterygii,Labridae,Stethojulis strigiventer,Tanaidacea,Zooplankton,0.9,41,41,0,15
jap,Actinopterygii,Labridae,Stethojulis strigiventer,Zooplankton,Zooplankton,0.32,41,41,0,15
jap,Actinopterygii,Labridae,Stethojulis strigiventer,Zooplankton,Zooplankton,0.12,41,41,0,15
jap,Actinopterygii,Labridae,Stethojulis strigiventer,Zooplankton,Zooplankton,0.12,41,41,0,15
jap,Actinopterygii,Labridae,Stethojulis trilineata,Algae,Benthic autotroph,0.44,9,9,0,15
jap,Actinopterygii,Labridae,Stethojulis trilineata,Algae,Benthic autotroph,0.33,9,9,0,15
jap,Actinopterygii,Labridae,Stethojulis trilineata,Amphipoda,Zooplankton,1,9,9,0,15
jap,Actinopterygii,Labridae,Stethojulis trilineata,Amphipoda,Zooplankton,0.11,9,9,0,15
jap,Actinopterygii,Labridae,Stethojulis trilineata,Annelida,Worm,0.67,9,9,0,15
jap,Actinopterygii,Labridae,Stethojulis trilineata,Annelida,Worm,0.11,9,9,0,15
jap,Actinopterygii,Labridae,Stethojulis trilineata,Bivalvia,Bivalvia,0.22,9,9,0,15
jap,Actinopterygii,Labridae,Stethojulis trilineata,Brachyura,Decapoda,0.22,9,9,0,15
jap,Actinopterygii,Labridae,Stethojulis trilineata,Copepoda,Zooplankton,1,9,9,0,15
jap,Actinopterygii,Labridae,Stethojulis trilineata,Copepoda,Zooplankton,0.33,9,9,0,15
jap,Actinopterygii,Labridae,Stethojulis trilineata,Cumacea,Zooplankton,0.56,9,9,0,15
jap,Actinopterygii,Labridae,Stethojulis trilineata,Foraminifera,Foraminifera,0.56,9,9,0,15
jap,Actinopterygii,Labridae,Stethojulis trilineata,Gastropoda,Gastropoda,0.44,9,9,0,15
jap,Actinopterygii,Labridae,Stethojulis trilineata,Hydrozoa,Medusozoa,0.11,9,9,0,15
jap,Actinopterygii,Labridae,Stethojulis trilineata,Inorganic,Inorganic,0.89,9,9,0,15
jap,Actinopterygii,Labridae,Stethojulis trilineata,Isopoda,Zooplankton,0.22,9,9,0,15
jap,Actinopterygii,Labridae,Stethojulis trilineata,Ostracoda,Zooplankton,0.44,9,9,0,15
jap,Actinopterygii,Labridae,Stethojulis trilineata,Polyplacophora,Polyplacophora,0.11,9,9,0,15
jap,Actinopterygii,Labridae,Stethojulis trilineata,Pycnogonida,Pycnogonida,0.11,9,9,0,15
jap,Actinopterygii,Labridae,Stethojulis trilineata,Sipuncula,Worm,0.11,9,9,0,15
jap,Actinopterygii,Labridae,Stethojulis trilineata,Stomatopoda,Stomatopoda,0.22,9,9,0,15
jap,Actinopterygii,Labridae,Stethojulis trilineata,Tanaidacea,Zooplankton,1,9,9,0,15
jap,Actinopterygii,Labridae,Stethojulis trilineata,Zooplankton,Zooplankton,0.33,9,9,0,15
jap,Actinopterygii,Labridae,Stethojulis trilineata,Zooplankton,Zooplankton,0.33,9,9,0,15
jap,Actinopterygii,Labridae,Thalassoma hardwicke,Actiniaria,Anthozoa,0.11,9,9,0,20
jap,Actinopterygii,Labridae,Thalassoma hardwicke,Algae,Benthic autotroph,0.11,9,9,0,20
jap,Actinopterygii,Labridae,Thalassoma hardwicke,Amphipoda,Zooplankton,0.22,9,9,0,20
jap,Actinopterygii,Labridae,Thalassoma hardwicke,Annelida,Worm,0.56,9,9,0,20
jap,Actinopterygii,Labridae,Thalassoma hardwicke,Anomura,Decapoda,0.11,9,9,0,20
jap,Actinopterygii,Labridae,Thalassoma hardwicke,Bivalvia,Bivalvia,0.11,9,9,0,20
jap,Actinopterygii,Labridae,Thalassoma hardwicke,Brachyura,Decapoda,0.67,9,9,0,20
jap,Actinopterygii,Labridae,Thalassoma hardwicke,Brachyura,Decapoda,0.11,9,9,0,20
jap,Actinopterygii,Labridae,Thalassoma hardwicke,Cirripedia,Cirripedia,0.11,9,9,0,20
jap,Actinopterygii,Labridae,Thalassoma hardwicke,Copepoda,Zooplankton,0.11,9,9,0,20
jap,Actinopterygii,Labridae,Thalassoma hardwicke,Foraminifera,Foraminifera,0.22,9,9,0,20
jap,Actinopterygii,Labridae,Thalassoma hardwicke,Gastropoda,Gastropoda,0.11,9,9,0,20
jap,Actinopterygii,Labridae,Thalassoma hardwicke,Inorganic,Inorganic,0.11,9,9,0,20
jap,Actinopterygii,Labridae,Thalassoma hardwicke,Isopoda,Zooplankton,0.22,9,9,0,20
jap,Actinopterygii,Labridae,Thalassoma hardwicke,Polyplacophora,Polyplacophora,0.89,9,9,0,20
jap,Actinopterygii,Labridae,Thalassoma hardwicke,Sipuncula,Worm,0.22,9,9,0,20
jap,Actinopterygii,Labridae,Thalassoma hardwicke,Stomatopoda,Stomatopoda,0.11,9,9,0,20
jap,Actinopterygii,Labridae,Thalassoma hardwicke,Tanaidacea,Zooplankton,0.11,9,9,0,20
jap,Actinopterygii,Labridae,Thalassoma hardwicke,Zooplankton,Zooplankton,0.56,9,9,0,20
jap,Actinopterygii,Labridae,Thalassoma hardwicke,Zooplankton,Zooplankton,0.22,9,9,0,20
jap,Actinopterygii,Labridae,Thalassoma hardwicke,Zooplankton,Zooplankton,0.33,9,9,0,20
jap,Actinopterygii,Labridae,Thalassoma lunare,Actiniaria,Anthozoa,0.07,16,15,1,45
jap,Actinopterygii,Labridae,Thalassoma lunare,Algae,Benthic autotroph,0.27,16,15,1,45
jap,Actinopterygii,Labridae,Thalassoma lunare,Amphipoda,Zooplankton,0.2,16,15,1,45
jap,Actinopterygii,Labridae,Thalassoma lunare,Annelida,Worm,0.2,16,15,1,45
jap,Actinopterygii,Labridae,Thalassoma lunare,Annelida,Worm,0.07,16,15,1,45
jap,Actinopterygii,Labridae,Thalassoma lunare,Anomura,Decapoda,0.07,16,15,1,45
