site,cons_class,cons_fam,cons_sp,lev1,lev2,w,nb_sample,nb_guts,nb_empty,cons_size
jap,Actinopterygii,Labridae,Thalassoma lunare,Brachyura,Decapoda,0.67,16,15,1,45
jap,Actinopterygii,Labridae,Thalassoma lunare,Brachyura,Decapoda,0.13,16,15,1,45
jap,Actinopterygii,Labridae,Thalassoma lunare,Brachyura,Decapoda,0.07,16,15,1,45
jap,Actinopterygii,Labridae,Thalassoma lunare,Cirripedia,Cirripedia,0.13,16,15,1,45
jap,Actinopterygii,Labridae,Thalassoma lunare,Cirripedia,Cirripedia,0.07,16,15,1,45
jap,Actinopterygii,Labridae,Thalassoma lunare,Copepoda,Zooplankton,0.2,16,15,1,45
jap,Actinopterygii,Labridae,Thalassoma lunare,Copepoda,Zooplankton,0.07,16,15,1,45
jap,Actinopterygii,Labridae,Thalassoma lunare,Echinoidea,Echinoidea,0.13,16,15,1,45
jap,Actinopterygii,Labridae,Thalassoma lunare,Foraminifera,Foraminifera,0.13,16,15,1,45
jap,Actinopterygii,Labridae,Thalassoma lunare,Gastropoda,Gastropoda,0.07,16,15,1,45
jap,Actinopterygii,Labridae,Thalassoma lunare,Inorganic,Inorganic,0.13,16,15,1,45
jap,Actinopterygii,Labridae,Thalassoma lunare,Isopoda,Zooplankton,0.07,16,15,1,45
jap,Actinopterygii,Labridae,Thalassoma lunare,Polyplacophora,Polyplacophora,0.13,16,15,1,45
jap,Actinopterygii,Labridae,Thalassoma lunare,Porifera,Porifera,0.07,16,15,1,45
jap,Actinopterygii,Labridae,Thalassoma lunare,Shrimp,Decapoda,0.13,16,15,1,45
jap,Actinopterygii,Labridae,Thalassoma lunare,Stomatopoda,Stomatopoda,0.07,16,15,1,45
jap,Actinopterygii,Labridae,Thalassoma lunare,Zooplankton,Zooplankton,0.53,16,15,1,45
jap,Actinopterygii,Labridae,Thalassoma lunare,Zooplankton,Zooplankton,0.13,16,15,1,45
jap,Actinopterygii,Labridae,Thalassoma lunare,Zooplankton,Zooplankton,0.07,16,15,1,45
jap,Actinopterygii,Mullidae,Upeneus tragula,Brachyura,Decapoda,0.8,5,5,0,25
jap,Actinopterygii,Mullidae,Upeneus tragula,Brachyura,Decapoda,0.2,5,5,0,25
jap,Actinopterygii,Mullidae,Upeneus tragula,Copepoda,Zooplankton,0.2,5,5,0,25
jap,Actinopterygii,Mullidae,Upeneus tragula,Shrimp,Decapoda,0.4,5,5,0,25
jap,Actinopterygii,Mullidae,Upeneus tragula,Zooplankton,Zooplankton,0.4,5,5,0,25
jap,Actinopterygii,Gobiidae,Valenciennea longipinnis,Algae,Benthic autotroph,0.27,11,11,0,18
jap,Actinopterygii,Gobiidae,Valenciennea longipinnis,Amphipoda,Zooplankton,1,11,11,0,18
jap,Actinopterygii,Gobiidae,Valenciennea longipinnis,Amphipoda,Zooplankton,0.09,11,11,0,18
jap,Actinopterygii,Gobiidae,Valenciennea longipinnis,Annelida,Worm,0.18,11,11,0,18
jap,Actinopterygii,Gobiidae,Valenciennea longipinnis,Annelida,Worm,0.09,11,11,0,18
jap,Actinopterygii,Gobiidae,Valenciennea longipinnis,Annelida,Worm,0.18,11,11,0,18
jap,Actinopterygii,Gobiidae,Valenciennea longipinnis,Bivalvia,Bivalvia,0.09,11,11,0,18
jap,Actinopterygii,Gobiidae,Valenciennea longipinnis,Copepoda,Zooplankton,1,11,11,0,18
jap,Actinopterygii,Gobiidae,Valenciennea longipinnis,Copepoda,Zooplankton,0.18,11,11,0,18
jap,Actinopterygii,Gobiidae,Valenciennea longipinnis,Cumacea,Zooplankton,0.55,11,11,0,18
jap,Actinopterygii,Gobiidae,Valenciennea longipinnis,Foraminifera,Foraminifera,0.55,11,11,0,18
jap,Actinopterygii,Gobiidae,Valenciennea longipinnis,Gastropoda,Gastropoda,0.64,11,11,0,18
jap,Actinopterygii,Gobiidae,Valenciennea longipinnis,Inorganic,Inorganic,0.91,11,11,0,18
jap,Actinopterygii,Gobiidae,Valenciennea longipinnis,Isopoda,Zooplankton,0.27,11,11,0,18
jap,Actinopterygii,Gobiidae,Valenciennea longipinnis,Ophiuroidea,Ophiuroidea,0.36,11,11,0,18
jap,Actinopterygii,Gobiidae,Valenciennea longipinnis,Ostracoda,Zooplankton,0.82,11,11,0,18
jap,Actinopterygii,Gobiidae,Valenciennea longipinnis,Tanaidacea,Zooplankton,0.64,11,11,0,18
jap,Actinopterygii,Gobiidae,Valenciennea longipinnis,Zooplankton,Zooplankton,0.18,11,11,0,18
jap,Actinopterygii,Gobiidae,Valenciennea longipinnis,Zooplankton,Zooplankton,0.18,11,11,0,18
jap,Actinopterygii,Zanclidae,Zanclus cornutus,Actiniaria,Anthozoa,0.03,32,30,2,23
jap,Actinopterygii,Zanclidae,Zanclus cornutus,Algae,Benthic autotroph,0.9,32,30,2,23
jap,Actinopterygii,Zanclidae,Zanclus cornutus,Algae,Benthic autotroph,0.37,32,30,2,23
jap,Actinopterygii,Zanclidae,Zanclus cornutus,Amphipoda,Zooplankton,0.1,32,30,2,23
jap,Actinopterygii,Zanclidae,Zanclus cornutus,Foraminifera,Foraminifera,0.07,32,30,2,23
jap,Actinopterygii,Zanclidae,Zanclus cornutus,Gastropoda,Gastropoda,0.03,32,30,2,23
jap,Actinopterygii,Zanclidae,Zanclus cornutus,Hydrozoa,Medusozoa,0.03,32,30,2,23
jap,Actinopterygii,Zanclidae,Zanclus cornutus,Inorganic,Inorganic,0.13,32,30,2,23
jap,Actinopterygii,Zanclidae,Zanclus cornutus,Porifera,Porifera,1,32,30,2,23
jap,Actinopterygii,Zanclidae,Zanclus cornutus,Pycnogonida,Pycnogonida,0.03,32,30,2,23
jap,Actinopterygii,Zanclidae,Zanclus cornutus,Scleractinia,Anthozoa,0.1,32,30,2,23
jap,Actinopterygii,Zanclidae,Zanclus cornutus,Tanaidacea,Zooplankton,0.03,32,30,2,23
jap,Actinopterygii,Zanclidae,Zanclus cornutus,Zooplankton,Zooplankton,0.1,32,30,2,23
jap,Actinopterygii,Acanthuridae,Zebrasoma scopas,Algae,Benthic autotroph,1,5,5,0,40
jap,Actinopterygii,Acanthuridae,Zebrasoma scopas,Algae,Benthic autotroph,0.2,5,5,0,40
jap,Actinopterygii,Acanthuridae,Zebrasoma scopas,Copepoda,Zooplankton,0.4,5,5,0,40
jap,Actinopterygii,Acanthuridae,Zebrasoma velifer,Algae,Benthic autotroph,1,8,8,0,40
mad,Actinopterygii,Pomacentridae,Abudefduf sexfasciatus,Algae,Benthic autotroph,0.63,40,38,2,19
mad,Actinopterygii,Pomacentridae,Abudefduf sexfasciatus,Amphipoda,Zooplankton,0.03,40,38,2,19
mad,Actinopterygii,Pomacentridae,Abudefduf sexfasciatus,Copepoda,Zooplankton,0.82,40,38,2,19
mad,Actinopterygii,Pomacentridae,Abudefduf sexfasciatus,Detritus,Detritus,0.63,40,38,2,19
mad,Actinopterygii,Pomacentridae,Abudefduf sexfasciatus,Foraminifera,Foraminifera,0.03,40,38,2,19
mad,Actinopterygii,Pomacentridae,Abudefduf sexfasciatus,Gastropoda,Gastropoda,0.03,40,38,2,19
mad,Actinopterygii,Pomacentridae,Abudefduf sexfasciatus,Hydrozoa,Medusozoa,0.05,40,38,2,19
mad,Actinopterygii,Pomacentridae,Abudefduf sexfasciatus,Isopoda,Zooplankton,0.13,40,38,2,19
mad,Actinopterygii,Pomacentridae,Abudefduf sexfasciatus,Ostracoda,Zooplankton,0.24,40,38,2,19
mad,Actinopterygii,Pomacentridae,Abudefduf sexfasciatus,Shrimp,Decapoda,0.74,40,38,2,19
mad,Actinopterygii,Pomacentridae,Abudefduf sexfasciatus,Zooplankton,Zooplankton,0.39,40,38,2,19
mad,Actinopterygii,Pomacentridae,Abudefduf sexfasciatus,Zooplankton,Zooplankton,0.03,40,38,2,19
mad,Actinopterygii,Pomacentridae,Abudefduf sexfasciatus,Zooplankton,Zooplankton,0.24,40,38,2,19
mad,Actinopterygii,Pomacentridae,Abudefduf sparoides,Actinopterygii,Actinopterygii,0.29,47,45,2,16
mad,Actinopterygii,Pomacentridae,Abudefduf sparoides,Algae,Benthic autotroph,0.67,47,45,2,16
mad,Actinopterygii,Pomacentridae,Abudefduf sparoides,Algae,Benthic autotroph,0.91,47,45,2,16
mad,Actinopterygii,Pomacentridae,Abudefduf sparoides,Amphipoda,Zooplankton,0.16,47,45,2,16
mad,Actinopterygii,Pomacentridae,Abudefduf sparoides,Annelida,Worm,0.55,47,45,2,16
mad,Actinopterygii,Pomacentridae,Abudefduf sparoides,Bivalvia,Bivalvia,0.02,47,45,2,16
mad,Actinopterygii,Pomacentridae,Abudefduf sparoides,Cirripedia,Cirripedia,0.07,47,45,2,16
mad,Actinopterygii,Pomacentridae,Abudefduf sparoides,Copepoda,Zooplankton,0.73,47,45,2,16
mad,Actinopterygii,Pomacentridae,Abudefduf sparoides,Copepoda,Zooplankton,0.71,47,45,2,16
mad,Actinopterygii,Pomacentridae,Abudefduf sparoides,Copepoda,Zooplankton,0.67,47,45,2,16
mad,Actinopterygii,Pomacentridae,Abudefduf sparoides,Detritus,Detritus,0.4,47,45,2,16
mad,Actinopterygii,Pomacentridae,Abudefduf sparoides,Foraminifera,Foraminifera,0.09,47,45,2,16
mad,Actinopterygii,Pomacentridae,Abudefduf sparoides,Gastropoda,Gastropoda,0.09,47,45,2,16
mad,Actinopterygii,Pomacentridae,Abudefduf sparoides,Hydrozoa,Medusozoa,0.04,47,45,2,16
mad,Actinopterygii,Pomacentridae,Abudefduf sparoides,Isopoda,Zooplankton,0.18,47,45,2,16
mad,Actinopterygii,Pomacentridae,Abudefduf sparoides,Nematoda,Worm,0.02,47,45,2,16
mad,Actinopterygii,Pomacentridae,Abudefduf sparoides,Ostracoda,Zooplankton,0.53,47,45,2,16
mad,Actinopterygii,Pomacentridae,Abudefduf sparoides,Seagrass,Benthic autotroph,0.47,47,45,2,16
mad,Actinopterygii,Pomacentridae,Abudefduf sparoides,Shrimp,Decapoda,0.02,47,45,2,16
mad,Actinopterygii,Pomacentridae,Abudefduf sparoides,Tunicata,Tunicata,0.31,47,45,2,16
mad,Actinopterygii,Pomacentridae,Abudefduf sparoides,Tunicata,Tunicata,0.58,47,45,2,16
mad,Actinopterygii,Pomacentridae,Abudefduf sparoides,Zooplankton,Zooplankton,0.09,47,45,2,16
mad,Actinopterygii,Pomacentridae,Abudefduf sparoides,Zooplankton,Zooplankton,0.6,47,45,2,16
mad,Actinopterygii,Pomacentridae,Abudefduf sparoides,Zooplankton,Zooplankton,0.09,47,45,2,16
mad,Actinopterygii,Pomacentridae,Abudefduf sparoides,Zooplankton,Zooplankton,0.29,47,45,2,16
mad,Actinopterygii,Pomacentridae,Abudefduf sparoides,Zooplankton,Zooplankton,0.07,47,45,2,16
mad,Actinopterygii,Pomacentridae,Abudefduf sparoides,Zooplankton,Zooplankton,1,38,3,35,16
mad,Actinopterygii,Acanthuridae,Acanthurus triostegus,Algae,Benthic autotroph,0.98,47,47,0,27
mad,Actinopterygii,Acanthuridae,Acanthurus triostegus,Algae,Benthic autotroph,0.98,47,47,0,27
mad,Actinopterygii,Acanthuridae,Acanthurus triostegus,Hydrozoa,Medusozoa,0.02,47,47,0,27
mad,Actinopterygii,Acanthuridae,Acanthurus triostegus,Seagrass,Benthic autotroph,0.06,47,47,0,27
mad,Actinopterygii,Monacanthidae,Amanses scopas,Scleractinia,Anthozoa,1,6,6,0,20
mad,Actinopterygii,Gobiidae,Amblygobius sphynx,Algae,Benthic autotroph,1,22,22,0,18
mad,Actinopterygii,Gobiidae,Amblygobius sphynx,Amphipoda,Zooplankton,0.95,22,22,0,18
mad,Actinopterygii,Gobiidae,Amblygobius sphynx,Annelida,Worm,0.23,22,22,0,18
mad,Actinopterygii,Gobiidae,Amblygobius sphynx,Bivalvia,Bivalvia,0.05,22,22,0,18
mad,Actinopterygii,Gobiidae,Amblygobius sphynx,Copepoda,Zooplankton,0.91,22,22,0,18
mad,Actinopterygii,Gobiidae,Amblygobius sphynx,Cumacea,Zooplankton,0.32,22,22,0,18
mad,Actinopterygii,Gobiidae,Amblygobius sphynx,Gastropoda,Gastropoda,0.73,22,22,0,18
mad,Actinopterygii,Gobiidae,Amblygobius sphynx,Insecta,Insecta,0.32,22,22,0,18
mad,Actinopterygii,Gobiidae,Amblygobius sphynx,Nematoda,Worm,0.18,22,22,0,18
mad,Actinopterygii,Gobiidae,Amblygobius sphynx,Ostracoda,Zooplankton,0.27,22,22,0,18
mad,Actinopterygii,Gobiidae,Amblygobius sphynx,Pycnogonida,Pycnogonida,0.14,22,22,0,18
mad,Actinopterygii,Gobiidae,Amblygobius sphynx,Shrimp,Decapoda,0.23,22,22,0,18
mad,Actinopterygii,Gobiidae,Amblygobius sphynx,Tanaidacea,Zooplankton,0.64,22,22,0,18
mad,Actinopterygii,Gobiidae,Amblygobius sphynx,Zooplankton,Zooplankton,0.27,22,22,0,18
mad,Actinopterygii,Pomacentridae,Amphiprion akallopisos,Actiniaria,Anthozoa,0.43,8,7,1,11
mad,Actinopterygii,Pomacentridae,Amphiprion akallopisos,Algae,Benthic autotroph,0.86,8,7,1,11
mad,Actinopterygii,Pomacentridae,Amphiprion akallopisos,Amphipoda,Zooplankton,0.14,8,7,1,11
mad,Actinopterygii,Pomacentridae,Amphiprion akallopisos,Copepoda,Zooplankton,0.29,8,7,1,11
mad,Actinopterygii,Pomacentridae,Amphiprion akallopisos,Pycnogonida,Pycnogonida,0.14,8,7,1,11
mad,Actinopterygii,Pomacentridae,Amphiprion akallopisos,Shrimp,Decapoda,0.14,8,7,1,11
mad,Actinopterygii,Pomacentridae,Amphiprion akallopisos,Zooplankton,Zooplankton,0.29,8,7,1,11
mad,Actinopterygii,Pomacentridae,Amphiprion akallopisos,Zooplankton,Zooplankton,0.14,8,7,1,11
mad,Actinopterygii,Pomacentridae,Amphiprion latifasciatus,Algae,Benthic autotroph,1,6,6,0,13
mad,Actinopterygii,Pomacentridae,Amphiprion latifasciatus,Copepoda,Zooplankton,1,6,6,0,13
mad,Actinopterygii,Pomacentridae,Amphiprion latifasciatus,Gastropoda,Gastropoda,0.17,6,6,0,13
mad,Actinopterygii,Pomacentridae,Amphiprion latifasciatus,Isopoda,Zooplankton,0.33,6,6,0,13
mad,Actinopterygii,Pomacentridae,Amphiprion latifasciatus,Tunicata,Tunicata,0.5,6,6,0,13
mad,Actinopterygii,Pomacentridae,Amphiprion latifasciatus,Tunicata,Tunicata,0.17,6,6,0,13
mad,Actinopterygii,Pomacentridae,Amphiprion latifasciatus,Zooplankton,Zooplankton,0.17,6,6,0,13
mad,Actinopterygii,Pomacentridae,Amphiprion latifasciatus,Zooplankton,Zooplankton,0.83,6,6,0,13
mad,Actinopterygii,Pomacentridae,Amphiprion latifasciatus,Zooplankton,Zooplankton,0.83,6,6,0,13
mad,Actinopterygii,Pomacentridae,Amphiprion latifasciatus,Zooplankton,Zooplankton,0.17,6,6,0,13
mad,Actinopterygii,Pomacentridae,Amphiprion latifasciatus,Zooplankton,Zooplankton,0.33,6,6,0,13
mad,Actinopterygii,Pomacentridae,Amphiprion latifasciatus,Zooplankton,Zooplankton,0.33,6,6,0,13
mad,Actinopterygii,Blenniidae,Antennablennius velifer,Algae,Benthic autotroph,1,45,45,0,6.5
mad,Actinopterygii,Blenniidae,Antennablennius velifer,Algae,Benthic autotroph,0.49,45,45,0,6.5
mad,Actinopterygii,Blenniidae,Antennablennius velifer,Amphipoda,Zooplankton,0.09,45,45,0,6.5
mad,Actinopterygii,Blenniidae,Antennablennius velifer,Annelida,Worm,0.02,45,45,0,6.5
mad,Actinopterygii,Blenniidae,Antennablennius velifer,Cirripedia,Cirripedia,0.07,45,45,0,6.5
mad,Actinopterygii,Blenniidae,Antennablennius velifer,Inorganic,Inorganic,1,45,45,0,6.5
mad,Actinopterygii,Blenniidae,Antennablennius velifer,Insecta,Insecta,0.02,45,45,0,6.5
mad,Actinopterygii,Blenniidae,Antennablennius velifer,Tanaidacea,Zooplankton,0.04,45,45,0,6.5
mad,Actinopterygii,Apogonidae,Apogonichthyoides timorensis,Actinopterygii,Actinopterygii,0.14,25,21,4,9
mad,Actinopterygii,Apogonidae,Apogonichthyoides timorensis,Actinopterygii,Actinopterygii,0.16,33,31,2,9
mad,Actinopterygii,Apogonidae,Apogonichthyoides timorensis,Amphipoda,Zooplankton,0.05,25,21,4,9
mad,Actinopterygii,Apogonidae,Apogonichthyoides timorensis,Amphipoda,Zooplankton,0.32,33,31,2,9
mad,Actinopterygii,Apogonidae,Apogonichthyoides timorensis,Annelida,Worm,0.05,25,21,4,9
mad,Actinopterygii,Apogonidae,Apogonichthyoides timorensis,Annelida,Worm,0.58,33,31,2,9
mad,Actinopterygii,Apogonidae,Apogonichthyoides timorensis,Copepoda,Zooplankton,0.48,25,21,4,9
mad,Actinopterygii,Apogonidae,Apogonichthyoides timorensis,Copepoda,Zooplankton,0.52,33,31,2,9
mad,Actinopterygii,Apogonidae,Apogonichthyoides timorensis,Foraminifera,Foraminifera,0.06,33,31,2,9
mad,Actinopterygii,Apogonidae,Apogonichthyoides timorensis,Hemichordata,Worm,0.23,33,31,2,9
mad,Actinopterygii,Apogonidae,Apogonichthyoides timorensis,Seagrass,Benthic autotroph,0.06,33,31,2,9
mad,Actinopterygii,Apogonidae,Apogonichthyoides timorensis,Shrimp,Decapoda,0.43,25,21,4,9
mad,Actinopterygii,Apogonidae,Apogonichthyoides timorensis,Shrimp,Decapoda,0.48,33,31,2,9
mad,Actinopterygii,Apogonidae,Apogonichthyoides timorensis,Stomatopoda,Stomatopoda,0.03,33,31,2,9
mad,Actinopterygii,Apogonidae,Apogonichthyoides timorensis,Zooplankton,Zooplankton,0.19,25,21,4,9
mad,Actinopterygii,Apogonidae,Apogonichthyoides timorensis,Zooplankton,Zooplankton,0.48,33,31,2,9
mad,Actinopterygii,Tetraodontidae,Arothron hispidus,Amphipoda,Zooplankton,0.29,17,17,0,50
mad,Actinopterygii,Tetraodontidae,Arothron hispidus,Amphipoda,Zooplankton,0.04,23,23,0,50
mad,Actinopterygii,Tetraodontidae,Arothron hispidus,Annelida,Worm,0.35,17,17,0,50
mad,Actinopterygii,Tetraodontidae,Arothron hispidus,Annelida,Worm,0.3,23,23,0,50
mad,Actinopterygii,Tetraodontidae,Arothron hispidus,Anomura,Decapoda,0.06,17,17,0,50
mad,Actinopterygii,Tetraodontidae,Arothron hispidus,Anomura,Decapoda,0.04,23,23,0,50
mad,Actinopterygii,Tetraodontidae,Arothron hispidus,Bivalvia,Bivalvia,0.18,17,17,0,50
mad,Actinopterygii,Tetraodontidae,Arothron hispidus,Brachyura,Decapoda,0.88,17,17,0,50
mad,Actinopterygii,Tetraodontidae,Arothron hispidus,Brachyura,Decapoda,1,23,23,0,50
mad,Actinopterygii,Tetraodontidae,Arothron hispidus,Foraminifera,Foraminifera,0.22,23,23,0,50
mad,Actinopterygii,Tetraodontidae,Arothron hispidus,Gastropoda,Gastropoda,0.76,17,17,0,50
mad,Actinopterygii,Tetraodontidae,Arothron hispidus,Gastropoda,Gastropoda,0.12,17,17,0,50
mad,Actinopterygii,Tetraodontidae,Arothron hispidus,Gastropoda,Gastropoda,0.39,23,23,0,50
mad,Actinopterygii,Tetraodontidae,Arothron hispidus,Gastropoda,Gastropoda,0.09,23,23,0,50
mad,Actinopterygii,Tetraodontidae,Arothron hispidus,Hydrozoa,Medusozoa,0.12,17,17,0,50
mad,Actinopterygii,Tetraodontidae,Arothron hispidus,Inorganic,Inorganic,0.59,17,17,0,50
mad,Actinopterygii,Tetraodontidae,Arothron hispidus,Isopoda,Zooplankton,0.18,17,17,0,50
mad,Actinopterygii,Tetraodontidae,Arothron hispidus,Isopoda,Zooplankton,0.04,23,23,0,50
mad,Actinopterygii,Tetraodontidae,Arothron hispidus,Ophiuroidea,Ophiuroidea,0.06,17,17,0,50
mad,Actinopterygii,Tetraodontidae,Arothron hispidus,Porifera,Porifera,0.29,17,17,0,50
mad,Actinopterygii,Tetraodontidae,Arothron hispidus,Porifera,Porifera,0.26,23,23,0,50
mad,Actinopterygii,Tetraodontidae,Arothron hispidus,Seagrass,Benthic autotroph,1,17,17,0,50
mad,Actinopterygii,Tetraodontidae,Arothron hispidus,Seagrass,Benthic autotroph,1,23,23,0,50
mad,Actinopterygii,Tetraodontidae,Arothron hispidus,Zooplankton,Zooplankton,0.18,17,17,0,50
mad,Actinopterygii,Tetraodontidae,Arothron hispidus,Zooplankton,Zooplankton,0.24,17,17,0,50
mad,Actinopterygii,Tetraodontidae,Arothron hispidus,Zooplankton,Zooplankton,0.17,23,23,0,50
mad,Actinopterygii,Tetraodontidae,Arothron immaculatus,Algae,Benthic autotroph,0.33,9,9,0,30
mad,Actinopterygii,Tetraodontidae,Arothron immaculatus,Algae,Benthic autotroph,0.33,3,3,0,30
mad,Actinopterygii,Tetraodontidae,Arothron immaculatus,Amphipoda,Zooplankton,0.44,9,9,0,30
mad,Actinopterygii,Tetraodontidae,Arothron immaculatus,Amphipoda,Zooplankton,0.67,3,3,0,30
mad,Actinopterygii,Tetraodontidae,Arothron immaculatus,Annelida,Worm,0.44,9,9,0,30
mad,Actinopterygii,Tetraodontidae,Arothron immaculatus,Annelida,Worm,0.67,3,3,0,30
mad,Actinopterygii,Tetraodontidae,Arothron immaculatus,Anomura,Decapoda,0.22,9,9,0,30
mad,Actinopterygii,Tetraodontidae,Arothron immaculatus,Bivalvia,Bivalvia,0.33,9,9,0,30
mad,Actinopterygii,Tetraodontidae,Arothron immaculatus,Bivalvia,Bivalvia,0.33,3,3,0,30
mad,Actinopterygii,Tetraodontidae,Arothron immaculatus,Brachyura,Decapoda,0.33,9,9,0,30
mad,Actinopterygii,Tetraodontidae,Arothron immaculatus,Brachyura,Decapoda,0.33,3,3,0,30
mad,Actinopterygii,Tetraodontidae,Arothron immaculatus,Cumacea,Zooplankton,0.11,9,9,0,30
mad,Actinopterygii,Tetraodontidae,Arothron immaculatus,Detritus,Detritus,0.11,9,9,0,30
mad,Actinopterygii,Tetraodontidae,Arothron immaculatus,Foraminifera,Foraminifera,0.11,9,9,0,30
mad,Actinopterygii,Tetraodontidae,Arothron immaculatus,Gastropoda,Gastropoda,0.55,9,9,0,30
mad,Actinopterygii,Tetraodontidae,Arothron immaculatus,Gastropoda,Gastropoda,0.33,3,3,0,30
mad,Actinopterygii,Tetraodontidae,Arothron immaculatus,Isopoda,Zooplankton,0.44,9,9,0,30
mad,Actinopterygii,Tetraodontidae,Arothron immaculatus,Isopoda,Zooplankton,0.67,3,3,0,30
mad,Actinopterygii,Tetraodontidae,Arothron immaculatus,Seagrass,Benthic autotroph,0.55,9,9,0,30
mad,Actinopterygii,Tetraodontidae,Arothron immaculatus,Seagrass,Benthic autotroph,1,3,3,0,30
mad,Actinopterygii,Tetraodontidae,Arothron immaculatus,Tunicata,Tunicata,0.44,9,9,0,30
mad,Actinopterygii,Tetraodontidae,Arothron immaculatus,Tunicata,Tunicata,0.33,3,3,0,30
mad,Actinopterygii,Tetraodontidae,Arothron immaculatus,Zooplankton,Zooplankton,1,9,9,0,30
mad,Actinopterygii,Tetraodontidae,Arothron nigropunctatus,Algae,Benthic autotroph,0.25,4,4,0,33
mad,Actinopterygii,Tetraodontidae,Arothron nigropunctatus,Amphipoda,Zooplankton,0.75,4,4,0,33
mad,Actinopterygii,Tetraodontidae,Arothron nigropunctatus,Cirripedia,Cirripedia,0.5,4,4,0,33
mad,Actinopterygii,Tetraodontidae,Arothron nigropunctatus,Gastropoda,Gastropoda,0.5,4,4,0,33
mad,Actinopterygii,Tetraodontidae,Arothron nigropunctatus,Octocorallia,Anthozoa,0.5,4,4,0,33
mad,Actinopterygii,Tetraodontidae,Arothron nigropunctatus,Ophiuroidea,Ophiuroidea,0.25,4,4,0,33
mad,Actinopterygii,Tetraodontidae,Arothron nigropunctatus,Porifera,Porifera,0.75,4,4,0,33
mad,Actinopterygii,Tetraodontidae,Arothron nigropunctatus,Scleractinia,Anthozoa,1,4,4,0,33
mad,Actinopterygii,Tetraodontidae,Arothron nigropunctatus,Zoantharia,Anthozoa,0.25,4,4,0,33
mad,Actinopterygii,Tetraodontidae,Arothron nigropunctatus,Zooplankton,Zooplankton,0.5,4,4,0,33
mad,Actinopterygii,Gobiidae,Asterropteryx semipunctata,Algae,Benthic autotroph,1,34,34,0,6.5
mad,Actinopterygii,Gobiidae,Asterropteryx semipunctata,Algae,Benthic autotroph,0.06,34,34,0,6.5
mad,Actinopterygii,Gobiidae,Asterropteryx semipunctata,Amphipoda,Zooplankton,0.53,34,34,0,6.5
mad,Actinopterygii,Gobiidae,Asterropteryx semipunctata,Annelida,Worm,0.09,34,34,0,6.5
mad,Actinopterygii,Gobiidae,Asterropteryx semipunctata,Anomura,Decapoda,0.03,34,34,0,6.5
mad,Actinopterygii,Gobiidae,Asterropteryx semipunctata,Copepoda,Zooplankton,0.59,34,34,0,6.5
mad,Actinopterygii,Gobiidae,Asterropteryx semipunctata,Cumacea,Zooplankton,0.21,34,34,0,6.5
mad,Actinopterygii,Gobiidae,Asterropteryx semipunctata,Gastropoda,Gastropoda,0.24,34,34,0,6.5
mad,Actinopterygii,Gobiidae,Asterropteryx semipunctata,Insecta,Insecta,0.03,34,34,0,6.5
mad,Actinopterygii,Gobiidae,Asterropteryx semipunctata,Isopoda,Zooplankton,0.26,34,34,0,6.5
mad,Actinopterygii,Gobiidae,Asterropteryx semipunctata,Ostracoda,Zooplankton,0.32,34,34,0,6.5
mad,Actinopterygii,Gobiidae,Asterropteryx semipunctata,Pycnogonida,Pycnogonida,0.15,34,34,0,6.5
mad,Actinopterygii,Gobiidae,Asterropteryx semipunctata,Shrimp,Decapoda,0.12,34,34,0,6.5
mad,Actinopterygii,Gobiidae,Asterropteryx semipunctata,Sipuncula,Worm,0.06,34,34,0,6.5
mad,Actinopterygii,Balistidae,Balistapus undulatus,Actiniaria,Anthozoa,0.06,33,31,2,30
mad,Actinopterygii,Balistidae,Balistapus undulatus,Actinopterygii,Actinopterygii,0.16,33,31,2,30
mad,Actinopterygii,Balistidae,Balistapus undulatus,Algae,Benthic autotroph,0.5,33,31,2,30
mad,Actinopterygii,Balistidae,Balistapus undulatus,Amphipoda,Zooplankton,0.53,33,31,2,30
mad,Actinopterygii,Balistidae,Balistapus undulatus,Annelida,Worm,0.63,33,31,2,30
mad,Actinopterygii,Balistidae,Balistapus undulatus,Anomura,Decapoda,0.06,33,31,2,30
mad,Actinopterygii,Balistidae,Balistapus undulatus,Anomura,Decapoda,0.03,33,31,2,30
mad,Actinopterygii,Balistidae,Balistapus undulatus,Bivalvia,Bivalvia,0.28,33,31,2,30
mad,Actinopterygii,Balistidae,Balistapus undulatus,Brachyura,Decapoda,0.66,33,31,2,30
mad,Actinopterygii,Balistidae,Balistapus undulatus,Bryozoa,Bryozoa,0.22,33,31,2,30
mad,Actinopterygii,Balistidae,Balistapus undulatus,Cirripedia,Cirripedia,0.47,33,31,2,30
mad,Actinopterygii,Balistidae,Balistapus undulatus,Echinoidea,Echinoidea,0.34,33,31,2,30
mad,Actinopterygii,Balistidae,Balistapus undulatus,Foraminifera,Foraminifera,0.03,33,31,2,30
mad,Actinopterygii,Balistidae,Balistapus undulatus,Gastropoda,Gastropoda,0.56,33,31,2,30
mad,Actinopterygii,Balistidae,Balistapus undulatus,Hydrozoa,Medusozoa,0.06,33,31,2,30
