;fish_sp;site_code;class;family_cor;genus_cor;sp_cor;item_kingdom;item_phylum;item_class;item_ord_cor;item_fam_cor;item_gen_cor;item_sp_cor;item_spname;item_cor;item_raw;grp1;grp2;grp3;grp4
5171;Holocentrus rufus;vir;Actinopterygii;Holocentridae;Holocentrus;rufus;Animalia;Mollusca;Gastropoda;NA;Acmaeidae;NA;NA;NA;Acmaeidae;Gastropods;Gastropoda;Gastropoda;Gastropoda;Gastropoda
5181;Holocentrus rufus;vir;Actinopterygii;Holocentridae;Holocentrus;rufus;Animalia;Mollusca;Gastropoda;NA;Acmaeidae;Acmaea;NA;Acmaea sp;Acmaea sp;Gastropods;Gastropoda;Gastropoda;Gastropoda;Gastropoda
5191;Holocentrus rufus;vir;Actinopterygii;Holocentridae;Holocentrus;rufus;Animalia;Mollusca;Gastropoda;Neogastropoda;Muricidae;Purpura;patula;Purpura patula;Purpura patula;Gastropods;Gastropoda;Gastropoda;Gastropoda;Gastropoda
5201;Holocentrus rufus;vir;Actinopterygii;Holocentridae;Holocentrus;rufus;Animalia;Mollusca;Gastropoda;NA;NA;NA;NA;NA;Gastropoda;Gastropods;Gastropoda;Gastropoda;Gastropoda;Gastropoda
5211;Holocentrus rufus;vir;Actinopterygii;Holocentridae;Holocentrus;rufus;Animalia;Mollusca;Gastropoda;Trochida;Trochidae;Pseudostomatella;coccinea;Pseudostomatella coccinea;Pseudostomatella coccinea;Gastropods;Gastropoda;Gastropoda;Gastropoda;Gastropoda
5221;Holocentrus rufus;vir;Actinopterygii;Holocentridae;Holocentrus;rufus;Animalia;Mollusca;Gastropoda;Lepetellida;Fissurellidae;Emarginula;pumila;Emarginula pumila;Emarginula pumila;Gastropods;Gastropoda;Gastropoda;Gastropoda;Gastropoda
5231;Holocentrus rufus;vir;Actinopterygii;Holocentridae;Holocentrus;rufus;Animalia;Mollusca;Gastropoda;NA;Acmaeidae;Acmaea;pustulata;Acmaea pustulata;Acmaea pustulata;Gastropods;Gastropoda;Gastropoda;Gastropoda;Gastropoda
5241;Holocentrus rufus;vir;Actinopterygii;Holocentridae;Holocentrus;rufus;Animalia;Echinodermata;Ophiuroidea;Amphilepidida;Ophiotrichidae;Ophiothrix;NA;Ophiothrix sp;Ophiothrix sp;Ophiothrix_sp;Ophiuroidea;Ophiuroidea;Ophiuroidea;Ophiuroidea
5243;Holocentrus rufus;vir;Actinopterygii;Holocentridae;Holocentrus;rufus;Animalia;Echinodermata;Ophiuroidea;Ophiurida;Ophionereididae;Ophionereis;NA;Ophionereis sp;Ophionereis sp;Ophionereis_sp;Ophiuroidea;Ophiuroidea;Ophiuroidea;Ophiuroidea
5244;Holocentrus rufus;vir;Actinopterygii;Holocentridae;Holocentrus;rufus;Animalia;Arthropoda;Malacostraca;Decapoda;Gnathophyllidae;NA;NA;NA;Gnathophyllidae;Gnathophyllidae;Shrimp;Shrimp;Malacostraca;Shrimp
5245;Holocentrus rufus;vir;Actinopterygii;Holocentridae;Holocentrus;rufus;Animalia;Arthropoda;Malacostraca;Decapoda;Penaeidae;NA;NA;NA;Penaeidae;Penaeidae;Shrimp;Shrimp;Malacostraca;Shrimp
5246;Holocentrus rufus;vir;Actinopterygii;Holocentridae;Holocentrus;rufus;Animalia;Arthropoda;Malacostraca;Decapoda;Alpheidae;NA;NA;NA;Alpheidae;Alpheids;Shrimp;Shrimp;Malacostraca;Shrimp
5247;Holocentrus sp;mari;Actinopterygii;Holocentridae;Holocentrus;sp;Animalia;Arthropoda;Malacostraca;Decapoda;Trapeziidae;Trapezia;NA;Trapezia sp;Trapezia sp;Trapezia_sp;Crab;Crab;Malacostraca;Crab
5248;Holocentrus sp;mari;Actinopterygii;Holocentridae;Holocentrus;sp;Animalia;Arthropoda;Malacostraca;Decapoda;NA;NA;NA;NA;Shrimp;Shrimp_frags;Shrimp;Shrimp;Malacostraca;Shrimp
5249;Hypoatherina harringtonensis;vir;Actinopterygii;Atherinidae;Hypoatherina;harringtonensis;Animalia;Arthropoda;Hexanauplia;NA;NA;NA;NA;NA;Copepoda;Copepods;Copepoda;Copepoda;Hexanauplia;Copepoda
5250;Hypoatherina harringtonensis;vir;Actinopterygii;Atherinidae;Hypoatherina;harringtonensis;Animalia;Arthropoda;Hexanauplia;Poecilostomatoida;Corycaeidae;Corycaeus;NA;Corycaeus sp;Corycaeus sp;Corycaeus_sp;Copepoda;Copepoda;Hexanauplia;Copepoda
5251;Hypoatherina harringtonensis;vir;Actinopterygii;Atherinidae;Hypoatherina;harringtonensis;Animalia;Arthropoda;Hexanauplia;Calanoida;Pontellidae;Labidocera;scotti;Labidocera scotti;Labidocera scotti;Labidocera_scotti;Copepoda;Copepoda;Hexanauplia;Copepoda
5252;Hypoatherina harringtonensis;vir;Actinopterygii;Atherinidae;Hypoatherina;harringtonensis;Animalia;Arthropoda;Hexanauplia;Calanoida;Paracalanidae;Paracalanus;crassirostris;Paracalanus crassirostris;Paracalanus crassirostris;Paracalanus_crassirostris;Copepoda;Copepoda;Hexanauplia;Copepoda
5253;Hypoatherina harringtonensis;vir;Actinopterygii;Atherinidae;Hypoatherina;harringtonensis;Animalia;Chordata;Actinopterygii;NA;NA;NA;NA;NA;Fish_larvae;Fish_larvae;Fish;Fish;Actinopterygii;Fish
5254;Hypoatherina harringtonensis;vir;Actinopterygii;Atherinidae;Hypoatherina;harringtonensis;Animalia;Annelida;Polychaeta;NA;NA;NA;NA;NA;Polychaeta;Polychaeta_larvae;Zooplankton;Polychaeta;Zooplankton;Polychaeta
5255;Hypoatherina ovalaua;mari;Actinopterygii;Atherinidae;Hypoatherina;ovalaua;Animalia;Arthropoda;Hexanauplia;Calanoida;NA;NA;NA;NA;Calanoida;Calanoida;Copepoda;Copepoda;Hexanauplia;Copepoda
5256;Hypoatherina ovalaua;mari;Actinopterygii;Atherinidae;Hypoatherina;ovalaua;Animalia;Arthropoda;Malacostraca;Decapoda;NA;NA;NA;NA;Decapoda;Crab_zoeae;Zooplankton;Decapoda;Zooplankton;Decapoda
5257;Hypoatherina ovalaua;mari;Actinopterygii;Atherinidae;Hypoatherina;ovalaua;Animalia;Mollusca;Gastropoda;NA;NA;NA;NA;NA;Veliger_larvae;Veliger_larvae;Zooplankton;Gastropoda;Zooplankton;Gastropoda
5258;Hypoatherina temminckii;mari;Actinopterygii;Atherinidae;Hypoatherina;temminckii;Animalia;Arthropoda;Hexanauplia;NA;NA;NA;NA;NA;Copepoda;Copepods;Copepoda;Copepoda;Hexanauplia;Copepoda
5259;Hypoatherina temminckii;mari;Actinopterygii;Atherinidae;Hypoatherina;temminckii;Animalia;Chordata;Actinopterygii;NA;NA;NA;NA;NA;Fish;Fish_frags;Fish;Fish;Actinopterygii;Fish
5260;Hypoatherina temminckii;mari;Actinopterygii;Atherinidae;Hypoatherina;temminckii;Chromatista;Foraminifera;NA;NA;NA;NA;NA;NA;Foraminifera;Foraminifera_Sand;Foraminifera;Foraminifera;Foraminifera;Foraminifera
5261;Hypoatherina temminckii;mari;Actinopterygii;Atherinidae;Hypoatherina;temminckii;Animalia;Mollusca;Gastropoda;NA;NA;NA;NA;NA;Gastropoda;Gastropoda;Gastropoda;Gastropoda;Gastropoda;Gastropoda
5265;Hypoatherina temminckii;mari;Actinopterygii;Atherinidae;Hypoatherina;temminckii;Animalia;Arthropoda;Malacostraca;Decapoda;NA;NA;NA;NA;Shrimp;Shrimp_larvae;Zooplankton;Shrimp;Zooplankton;Shrimp
5266;Hypoatherina temminckii;mari;Actinopterygii;Atherinidae;Hypoatherina;temminckii;Animalia;Arthropoda;Malacostraca;Stomatopoda;NA;NA;NA;NA;Stomatopoda;Stomatopod_larvae;Zooplankton;Stomatopoda;Zooplankton;Stomatopoda
5267;Hypoplectrus aberrans;vir;Actinopterygii;Serranidae;Hypoplectrus;aberrans;Animalia;Arthropoda;Malacostraca;Decapoda;NA;NA;NA;NA;Crab;Crab;Crab;Crab;Malacostraca;Crab
5268;Hypoplectrus aberrans;vir;Actinopterygii;Serranidae;Hypoplectrus;aberrans;Animalia;Chordata;Actinopterygii;NA;NA;NA;NA;NA;Fish;Fish;Fish;Fish;Actinopterygii;Fish
5271;Hypoplectrus aberrans;vir;Actinopterygii;Serranidae;Hypoplectrus;aberrans;Animalia;Arthropoda;Malacostraca;Decapoda;NA;NA;NA;NA;Shrimp;Shrimp;Shrimp;Shrimp;Malacostraca;Shrimp
5272;Hypoplectrus aberrans;vir;Actinopterygii;Serranidae;Hypoplectrus;aberrans;Animalia;Arthropoda;Malacostraca;Stomatopoda;NA;NA;NA;NA;Stomatopoda;Stomatopod;Stomatopoda;Stomatopoda;Malacostraca;Stomatopoda
5273;Hypoplectrus aberrans;vir;Actinopterygii;Serranidae;Hypoplectrus;aberrans;Animalia;Arthropoda;Malacostraca;Mysida;NA;NA;NA;NA;Mysida;Mysids;Zooplankton;Zooplankton;Zooplankton;Mysida
5274;Hypoplectrus chlorurus;vir;Actinopterygii;Serranidae;Hypoplectrus;chlorurus;Animalia;Arthropoda;Malacostraca;Decapoda;Domeciidae;Domecia;hispida;Domecia hispida;Domecia hispida;Domecia_hispida;Crab;Crab;Malacostraca;Crab
5275;Hypoplectrus chlorurus;vir;Actinopterygii;Serranidae;Hypoplectrus;chlorurus;Animalia;Arthropoda;Malacostraca;Decapoda;Pilumnidae;Pilumnus;NA;Pilumnus sp;Pilumnus sp;Pilumnus_sp;Crab;Crab;Malacostraca;Crab
5276;Hypoplectrus chlorurus;vir;Actinopterygii;Serranidae;Hypoplectrus;chlorurus;Animalia;Chordata;Actinopterygii;Blenniiformes;Blenniidae;NA;NA;NA;Blenniidae;Blenniidae;Fish;Fish;Actinopterygii;Fish
5277;Hypoplectrus chlorurus;vir;Actinopterygii;Serranidae;Hypoplectrus;chlorurus;Animalia;Arthropoda;Malacostraca;Decapoda;Palaemonidae;Periclimenes;NA;Periclimenes sp;Periclimenes sp;Periclimenes_sp;Shrimp;Shrimp;Malacostraca;Shrimp
5278;Hypoplectrus nigricans;vir;Actinopterygii;Serranidae;Hypoplectrus;nigricans;Animalia;Arthropoda;Malacostraca;Decapoda;NA;NA;NA;NA;Crab;Crab;Crab;Crab;Malacostraca;Crab
5279;Hypoplectrus nigricans;vir;Actinopterygii;Serranidae;Hypoplectrus;nigricans;Animalia;Chordata;Actinopterygii;NA;NA;NA;NA;NA;Fish;Fish;Fish;Fish;Actinopterygii;Fish
5282;Hypoplectrus nigricans;vir;Actinopterygii;Serranidae;Hypoplectrus;nigricans;Animalia;Arthropoda;Malacostraca;Decapoda;NA;NA;NA;NA;Shrimp;Shrimp;Shrimp;Shrimp;Malacostraca;Shrimp
5283;Hypoplectrus nigricans;vir;Actinopterygii;Serranidae;Hypoplectrus;nigricans;Animalia;Arthropoda;Malacostraca;Stomatopoda;NA;NA;NA;NA;Stomatopoda;Stomatopod;Stomatopoda;Stomatopoda;Malacostraca;Stomatopoda
5284;Hypoplectrus nigricans;vir;Actinopterygii;Serranidae;Hypoplectrus;nigricans;Animalia;Arthropoda;Malacostraca;Mysida;NA;NA;NA;NA;Mysida;Mysids;Zooplankton;Zooplankton;Zooplankton;Mysida
5285;Hypoplectrus puella;vir;Actinopterygii;Serranidae;Hypoplectrus;puella;Animalia;Chordata;Actinopterygii;NA;NA;NA;NA;NA;Fish;Fish;Fish;Fish;Actinopterygii;Fish
5288;Hypoplectrus puella;vir;Actinopterygii;Serranidae;Hypoplectrus;puella;Animalia;Arthropoda;Malacostraca;Isopoda;NA;NA;NA;NA;Isopoda;Isopods;Isopoda;Isopoda;Malacostraca;Isopoda
5289;Hypoplectrus puella;vir;Actinopterygii;Serranidae;Hypoplectrus;puella;Animalia;Arthropoda;Malacostraca;Decapoda;Alpheidae;NA;NA;NA;Alpheidae;Alpheids;Shrimp;Shrimp;Malacostraca;Shrimp
5290;Hypoplectrus puella;vir;Actinopterygii;Serranidae;Hypoplectrus;puella;Animalia;Arthropoda;Malacostraca;Decapoda;Palaemonidae;Periclimenes;NA;Periclimenes sp;Periclimenes sp;Periclimenes_sp;Shrimp;Shrimp;Malacostraca;Shrimp
5291;Hypoplectrus puella;vir;Actinopterygii;Serranidae;Hypoplectrus;puella;Animalia;Arthropoda;Malacostraca;Decapoda;Palaemonidae;Brachycarpus;biunguiculatus;Brachycarpus biunguiculatus;Brachycarpus biunguiculatus;Brachycarpus_biunguiculatus;Shrimp;Shrimp;Malacostraca;Shrimp
5292;Hypoplectrus puella;vir;Actinopterygii;Serranidae;Hypoplectrus;puella;Animalia;Arthropoda;Malacostraca;Stomatopoda;NA;NA;NA;NA;Stomatopoda;Stomatopod;Stomatopoda;Stomatopoda;Malacostraca;Stomatopoda
5293;Hypoplectrus puella;vir;Actinopterygii;Serranidae;Hypoplectrus;puella;Animalia;Arthropoda;Malacostraca;Mysida;NA;NA;NA;NA;Mysida;Mysids;Zooplankton;Zooplankton;Zooplankton;Mysida
5294;Hyporhamphus affinis;mari;Actinopterygii;Hemiramphidae;Hyporhamphus;affinis;Animalia;Arthropoda;Hexanauplia;NA;NA;NA;NA;NA;Copepoda;Copepods;Copepoda;Copepoda;Hexanauplia;Copepoda
5295;Hyporhamphus affinis;mari;Actinopterygii;Hemiramphidae;Hyporhamphus;affinis;Animalia;Arthropoda;Malacostraca;Decapoda;NA;NA;NA;NA;Crab;Crab_frags;Crab;Crab;Malacostraca;Crab
5296;Hyporhamphus affinis;mari;Actinopterygii;Hemiramphidae;Hyporhamphus;affinis;Animalia;Arthropoda;Malacostraca;Decapoda;NA;NA;NA;NA;Decapoda;Crab_zoeae;Zooplankton;Decapoda;Zooplankton;Decapoda
5297;Hyporhamphus affinis;mari;Actinopterygii;Hemiramphidae;Hyporhamphus;affinis;Animalia;Chordata;Actinopterygii;NA;NA;NA;NA;NA;Fish;Fish_frags;Fish;Fish;Actinopterygii;Fish
5298;Hyporhamphus affinis;mari;Actinopterygii;Hemiramphidae;Hyporhamphus;affinis;Chromatista;Foraminifera;NA;NA;NA;NA;NA;NA;Foraminifera;Foraminifera;Foraminifera;Foraminifera;Foraminifera;Foraminifera
5300;Hyporhamphus affinis;mari;Actinopterygii;Hemiramphidae;Hyporhamphus;affinis;Animalia;Mollusca;Gastropoda;NA;NA;NA;NA;NA;Veliger_larvae;Veliger_larvae;Zooplankton;Gastropoda;Zooplankton;Gastropoda
5301;Hyporhamphus dussumieri;mari;Actinopterygii;Hemiramphidae;Hyporhamphus;dussumieri;Animalia;Arthropoda;Malacostraca;Decapoda;NA;NA;NA;NA;Decapoda;Crab_zoeae;Zooplankton;Decapoda;Zooplankton;Decapoda
5302;Hyporhamphus dussumieri;mari;Actinopterygii;Hemiramphidae;Hyporhamphus;dussumieri;Animalia;Chordata;Actinopterygii;NA;NA;NA;NA;NA;Fish;Small_fish;Fish;Fish;Actinopterygii;Fish
5303;Hyporhamphus dussumieri;mari;Actinopterygii;Hemiramphidae;Hyporhamphus;dussumieri;Animalia;Annelida;Polychaeta;NA;NA;NA;NA;NA;Polychaeta;Polychaeta;Annelida;Polychaeta;Polychaeta;Polychaeta
5304;Hyporhamphus dussumieri;mari;Actinopterygii;Hemiramphidae;Hyporhamphus;dussumieri;Animalia;Arthropoda;Malacostraca;Decapoda;NA;NA;NA;NA;Shrimp;Shrimp_frags;Shrimp;Shrimp;Malacostraca;Shrimp
5305;Hyporhamphus dussumieri;mari;Actinopterygii;Hemiramphidae;Hyporhamphus;dussumieri;Animalia;Arthropoda;Malacostraca;Decapoda;NA;NA;NA;NA;Shrimp;Shrimp_larvae;Zooplankton;Shrimp;Zooplankton;Shrimp
5306;Hyporhamphus dussumieri;mari;Actinopterygii;Hemiramphidae;Hyporhamphus;dussumieri;Animalia;Arthropoda;Malacostraca;Mysida;NA;NA;NA;NA;Mysida;Mysids;Zooplankton;Zooplankton;Zooplankton;Mysida
5307;Istiblennius edentulus;mad;Actinopterygii;Blenniidae;Istiblennius;edentulus;Plantae;NA;NA;NA;NA;NA;NA;NA;Algae;Filamentous_algae;Benthic autotroph;Algae;Algae;Algae
5308;Istiblennius edentulus;mad;Actinopterygii;Blenniidae;Istiblennius;edentulus;Animalia;Arthropoda;Hexanauplia;NA;NA;NA;NA;NA;Copepoda;Copepodes;Copepoda;Copepoda;Hexanauplia;Copepoda
5309;Istiblennius edentulus;mad;Actinopterygii;Blenniidae;Istiblennius;edentulus;Chromatista;Foraminifera;NA;NA;NA;NA;NA;NA;Foraminifera;Foraminifera;Foraminifera;Foraminifera;Foraminifera;Foraminifera
5311;Istiblennius edentulus;mad;Actinopterygii;Blenniidae;Istiblennius;edentulus;NA;NA;NA;NA;NA;NA;NA;NA;Inorganic;Sand;Inorganic;Inorganic;Inorganic;Inorganic
5312;Istiblennius edentulus;mad;Actinopterygii;Blenniidae;Istiblennius;edentulus;Animalia;Arthropoda;Ostracoda;NA;NA;NA;NA;NA;Ostracoda;Ostracodes;Ostracoda;Ostracoda;Ostracoda;Ostracoda
5313;Istigobius ornatus;mari;Actinopterygii;Gobiidae;Istigobius;ornatus;Plantae;NA;NA;NA;NA;NA;NA;NA;Algae;Algae_filaments_sand;Benthic autotroph;Algae;Algae;Algae
5314;Istigobius ornatus;mari;Actinopterygii;Gobiidae;Istigobius;ornatus;Animalia;Arthropoda;Malacostraca;Amphipoda;NA;NA;NA;NA;Amphipoda;Amphipoda;Amphipoda;Amphipoda;Malacostraca;Amphipoda
5315;Istigobius ornatus;mari;Actinopterygii;Gobiidae;Istigobius;ornatus;Animalia;Arthropoda;Hexanauplia;NA;NA;NA;NA;NA;Copepoda;Copepods;Copepoda;Copepoda;Hexanauplia;Copepoda
5316;Istigobius ornatus;mari;Actinopterygii;Gobiidae;Istigobius;ornatus;Animalia;Arthropoda;Hexanauplia;NA;NA;NA;NA;NA;Copepoda;Copepods_metanauplii;Zooplankton;Copepoda;Zooplankton;Copepoda
5317;Istigobius ornatus;mari;Actinopterygii;Gobiidae;Istigobius;ornatus;Chromatista;Foraminifera;NA;NA;NA;NA;NA;NA;Foraminifera;Foraminifera;Foraminifera;Foraminifera;Foraminifera;Foraminifera
5319;Istigobius ornatus;mari;Actinopterygii;Gobiidae;Istigobius;ornatus;Animalia;Mollusca;Gastropoda;Cephalaspidea;Haminoeidae;Atys;NA;Atys sp;Atys sp;Gastropoda;Gastropoda;Gastropoda;Gastropoda;Gastropoda
5323;Istigobius ornatus;mari;Actinopterygii;Gobiidae;Istigobius;ornatus;NA;NA;NA;NA;NA;NA;NA;NA;Inorganic;Sand;Inorganic;Inorganic;Inorganic;Inorganic
5324;Istigobius ornatus;mari;Actinopterygii;Gobiidae;Istigobius;ornatus;Animalia;Arthropoda;Malacostraca;Isopoda;NA;NA;NA;NA;Isopoda;Isopods;Isopoda;Isopoda;Malacostraca;Isopoda
5325;Istigobius ornatus;mari;Actinopterygii;Gobiidae;Istigobius;ornatus;Animalia;Arthropoda;Ostracoda;NA;NA;NA;NA;NA;Ostracoda;Ostracods;Ostracoda;Ostracoda;Ostracoda;Ostracoda
5326;Istigobius ornatus;mari;Actinopterygii;Gobiidae;Istigobius;ornatus;Animalia;Annelida;Polychaeta;NA;NA;NA;NA;NA;Polychaeta;Polychaeta;Annelida;Polychaeta;Polychaeta;Polychaeta
5327;Istigobius spence;mad;Actinopterygii;Gobiidae;Istigobius;spence;Plantae;NA;NA;NA;NA;NA;NA;NA;Algae;Filamentous_algae;Benthic autotroph;Algae;Algae;Algae
5328;Istigobius spence;mad;Actinopterygii;Gobiidae;Istigobius;spence;Animalia;Arthropoda;Malacostraca;Amphipoda;NA;NA;NA;NA;Amphipoda;Amphipodes;Amphipoda;Amphipoda;Malacostraca;Amphipoda
5330;Istigobius spence;mad;Actinopterygii;Gobiidae;Istigobius;spence;Animalia;Arthropoda;Hexanauplia;NA;NA;NA;NA;NA;Copepoda;Copepodes;Copepoda;Copepoda;Hexanauplia;Copepoda
5331;Istigobius spence;mad;Actinopterygii;Gobiidae;Istigobius;spence;Animalia;Arthropoda;Malacostraca;Decapoda;NA;NA;NA;NA;Brachyura;Brachyura;Crab;Crab;Malacostraca;Crab
5332;Istigobius spence;mad;Actinopterygii;Gobiidae;Istigobius;spence;Animalia;Mollusca;Gastropoda;NA;NA;NA;NA;NA;Gastropoda;Gastropodes;Gastropoda;Gastropoda;Gastropoda;Gastropoda
5333;Istigobius spence;mad;Actinopterygii;Gobiidae;Istigobius;spence;Animalia;Arthropoda;Insecta;NA;NA;NA;NA;NA;Insecta;Insecta_larvae;Insecta;Insecta;Insecta;Insecta
5334;Istigobius spence;mad;Actinopterygii;Gobiidae;Istigobius;spence;Animalia;Arthropoda;Ostracoda;NA;NA;NA;NA;NA;Ostracoda;Ostracodes;Ostracoda;Ostracoda;Ostracoda;Ostracoda
5335;Istigobius spence;mad;Actinopterygii;Gobiidae;Istigobius;spence;Animalia;Arthropoda;Malacostraca;Decapoda;NA;NA;NA;NA;Paguroidea;Pagures;Paguroidea;Paguroidea;Malacostraca;Paguroidea
5336;Istigobius spence;mad;Actinopterygii;Gobiidae;Istigobius;spence;Animalia;Annelida;Polychaeta;NA;NA;NA;NA;NA;Polychaeta;Polychaeta;Annelida;Polychaeta;Polychaeta;Polychaeta
5337;Istigobius spence;mad;Actinopterygii;Gobiidae;Istigobius;spence;Animalia;Arthropoda;Pycnogonida;NA;NA;NA;NA;NA;Pycnogonida;Pycnogonides;Pycnogonida;Pycnogonida;Pycnogonida;Pycnogonida
5338;Istigobius spence;mad;Actinopterygii;Gobiidae;Istigobius;spence;Animalia;Sipuncula;NA;NA;NA;NA;NA;NA;Sipuncula;Sipunculides;Sipuncula;Sipuncula;Sipuncula;Sipuncula
5339;Istigobius spence;mad;Actinopterygii;Gobiidae;Istigobius;spence;Animalia;Arthropoda;Malacostraca;Tanaidacea;NA;NA;NA;NA;Tanaidacea;Tanaid isopods;Tanaidacea;Tanaidacea;Malacostraca;Tanaidacea
5340;Istigobius spence;mad;Actinopterygii;Gobiidae;Istigobius;spence;Animalia;Arthropoda;Malacostraca;Cumacea;NA;NA;NA;NA;Cumacea;Cumacés;Zooplankton;Zooplankton;Zooplankton;Cumacea
5341;Jenkinsia lamprotaenia;vir;Actinopterygii;Clupeidae;Jenkinsia;lamprotaenia;Animalia;Arthropoda;Malacostraca;Amphipoda;NA;NA;NA;NA;Hyperiidea;Hyperiid;Amphipoda;Amphipoda;Malacostraca;Amphipoda
5342;Jenkinsia lamprotaenia;vir;Actinopterygii;Clupeidae;Jenkinsia;lamprotaenia;Animalia;Arthropoda;Hexanauplia;Calanoida;Calanidae;Undinula;vulgaris;Undinula vulgaris;Undinula vulgaris;Undinula vulgaris;Copepoda;Copepoda;Hexanauplia;Copepoda
5343;Jenkinsia lamprotaenia;vir;Actinopterygii;Clupeidae;Jenkinsia;lamprotaenia;Animalia;Arthropoda;Hexanauplia;Poecilostomatoida;Corycaeidae;Corycaeus;subulatus;Corycaeus subulatus;Corycaeus subulatus;Corycaeus_pachydactyla;Copepoda;Copepoda;Hexanauplia;Copepoda
5344;Jenkinsia lamprotaenia;vir;Actinopterygii;Clupeidae;Jenkinsia;lamprotaenia;Animalia;Arthropoda;Hexanauplia;NA;NA;NA;NA;NA;Copepoda;Copepods;Copepoda;Copepoda;Hexanauplia;Copepoda
5345;Jenkinsia lamprotaenia;vir;Actinopterygii;Clupeidae;Jenkinsia;lamprotaenia;Animalia;Arthropoda;Hexanauplia;Calanoida;Euchaetidae;Euchaeta;marina;Euchaeta marina;Euchaeta marina;Eucaeta_marina;Copepoda;Copepoda;Hexanauplia;Copepoda
5346;Jenkinsia lamprotaenia;vir;Actinopterygii;Clupeidae;Jenkinsia;lamprotaenia;Animalia;Arthropoda;Hexanauplia;Calanoida;Candaciidae;Candacia;pachydactyla;Candacia pachydactyla;Candacia pachydactyla;Candacia_pachydactyla;Copepoda;Copepoda;Hexanauplia;Copepoda
5347;Jenkinsia lamprotaenia;vir;Actinopterygii;Clupeidae;Jenkinsia;lamprotaenia;Animalia;Arthropoda;Malacostraca;Decapoda;NA;NA;NA;NA;Crab;Crab_larvae;Zooplankton;Crab;Zooplankton;Crab
5348;Jenkinsia lamprotaenia;vir;Actinopterygii;Clupeidae;Jenkinsia;lamprotaenia;Animalia;Arthropoda;Hexanauplia;Harpacticoida;Metidae;Metis;holothuria;Metis holothuria;Metis holothuria;Eggs_unid;Zooplankton;Eggs;Zooplankton;Eggs
5350;Jenkinsia lamprotaenia;vir;Actinopterygii;Clupeidae;Jenkinsia;lamprotaenia;Animalia;Chordata;Actinopterygii;NA;NA;NA;NA;NA;Fish_eggs;Fish_eggs;Zooplankton;Fish;Zooplankton;Fish
5351;Jenkinsia lamprotaenia;vir;Actinopterygii;Clupeidae;Jenkinsia;lamprotaenia;Animalia;Arthropoda;Malacostraca;Decapoda;NA;NA;NA;NA;Shrimp;Shrimp;Shrimp;Shrimp;Malacostraca;Shrimp
5352;Kyphosus cinerascens;haw;Actinopterygii;Kyphosidae;Kyphosus;cinerascens;Plantae;NA;NA;NA;NA;NA;NA;NA;Algae;Algae_benthic_bitten;Benthic autotroph;Algae;Algae;Algae
5353;Kyphosus cinerascens;mari;Actinopterygii;Kyphosidae;Kyphosus;cinerascens;Plantae;NA;NA;NA;NA;NA;NA;NA;Algae;Algae_filaments;Benthic autotroph;Algae;Algae;Algae
5354;Kyphosus cinerascens;mari;Actinopterygii;Kyphosidae;Kyphosus;cinerascens;Plantae;NA;NA;NA;NA;NA;NA;NA;Algae;Algae_fronds;Benthic autotroph;Algae;Algae;Algae
5355;Kyphosus incisor;vir;Actinopterygii;Kyphosidae;Kyphosus;incisor;Plantae;Ochrophyta;Phaeophyceae;Dictyotales;Dictyotaceae;Dictyopteris;delicatula;Dictyopteris delicatula;Dictyopteris delicatula;Dictyopteris_delicatula;Benthic autotroph;Algae;Algae;Algae
5356;Kyphosus incisor;vir;Actinopterygii;Kyphosidae;Kyphosus;incisor;Plantae;Ochrophyta;Phaeophyceae;Dictyotales;Dictyotaceae;Dictyota;divaricata;Dictyota divaricata;Dictyota divaricata;Dictyota_divaricata;Benthic autotroph;Algae;Algae;Algae
5357;Kyphosus incisor;vir;Actinopterygii;Kyphosidae;Kyphosus;incisor;Plantae;Ochrophyta;Phaeophyceae;Fucales;Sargassaceae;Sargassum;fluitans;Sargassum fluitans;Sargassum fluitans;Sargassum_fluitans;Benthic autotroph;Algae;Algae;Algae
5358;Kyphosus incisor;vir;Actinopterygii;Kyphosidae;Kyphosus;incisor;Plantae;Ochrophyta;Phaeophyceae;Fucales;Sargassaceae;Sargassum;hystrix;Sargassum hystrix;Sargassum hystrix;Sargassum_hystrix;Benthic autotroph;Algae;Algae;Algae
5359;Kyphosus incisor;vir;Actinopterygii;Kyphosidae;Kyphosus;incisor;Plantae;Ochrophyta;Phaeophyceae;Fucales;Sargassaceae;Sargassum;natans;Sargassum natans;Sargassum natans;Sargassum_natans;Benthic autotroph;Algae;Algae;Algae
5360;Kyphosus incisor;vir;Actinopterygii;Kyphosidae;Kyphosus;incisor;Plantae;Ochrophyta;Phaeophyceae;Dictyotales;Dictyotaceae;Pocockiella;variegata;Pocockiella variegata;Pocockiella variegata;Pocockiella_variegata;Benthic autotroph;Algae;Algae;Algae
5361;Kyphosus incisor;vir;Actinopterygii;Kyphosidae;Kyphosus;incisor;Plantae;Ochrophyta;Phaeophyceae;Fucales;Sargassaceae;Turbinaria;turbinata;Turbinaria turbinata;Turbinaria turbinata;Turbinaria_turbinata;Benthic autotroph;Algae;Algae;Algae
