"","Family","nom","item","mean_length","max_length","min_length","nb_sample","nb_guts","n","freq_item","item_raw","item_family","item_ord","item_class","item_phylum","item_kingdom","site_code","class","fish_sp","genus_cor","sp_cor"
"653","Mullidae","Upeneus moluccensis","copépodes",120.496694214876,180,65,1210,164,1,0.00609756097560976,"Copepoda",NA,NA,"Hexanauplia","Arthropoda","Animalia","nca","Actinopterygii","Upeneus moluccensis","Upeneus","moluccensis"
"654","Mullidae","Upeneus sulphureus","Poisson",130.16393442623,170,95,61,2,1,0.5,"Actinopterygii",NA,NA,"Actinopterygii","Chordata","Animalia","nca","Actinopterygii","Upeneus sulphureus","Upeneus","sulphureus"
"655","Mullidae","Upeneus sulphureus","vers",130.16393442623,170,95,61,2,1,0.5,"Worms",NA,NA,NA,NA,"Animalia","nca","Actinopterygii","Upeneus sulphureus","Upeneus","sulphureus"
"656","Mullidae","Upeneus tragula","crabes",121.551401869159,240,35,535,130,27,0.207692307692308,"Crab",NA,"Decapoda","Malacostraca","Arthropoda","Animalia","nca","Actinopterygii","Upeneus tragula","Upeneus","tragula"
"657","Mullidae","Upeneus tragula","bivalves",121.551401869159,240,35,535,130,2,0.0153846153846154,"Bivalvia",NA,NA,"Bivalvia","Mollusca","Animalia","nca","Actinopterygii","Upeneus tragula","Upeneus","tragula"
"658","Mullidae","Upeneus tragula","crevettes",121.551401869159,240,35,535,130,99,0.761538461538461,"Shrimp",NA,"Decapoda","Malacostraca","Arthropoda","Animalia","nca","Actinopterygii","Upeneus tragula","Upeneus","tragula"
"659","Mullidae","Upeneus tragula","crustacé",121.551401869159,240,35,535,130,5,0.0384615384615385,"Crustacea",NA,NA,NA,"Arthropoda","Animalia","nca","Actinopterygii","Upeneus tragula","Upeneus","tragula"
"660","Mullidae","Upeneus tragula","mollusque",121.551401869159,240,35,535,130,2,0.0153846153846154,"Mollusca",NA,NA,NA,"Mollusca","Animalia","nca","Actinopterygii","Upeneus tragula","Upeneus","tragula"
"661","Mullidae","Upeneus tragula","vers",121.551401869159,240,35,535,130,2,0.0153846153846154,"Worms",NA,NA,NA,NA,"Animalia","nca","Actinopterygii","Upeneus tragula","Upeneus","tragula"
"662","Mullidae","Upeneus vittatus","crabes",160.011682242991,240,60,428,98,29,0.295918367346939,"Crab",NA,"Decapoda","Malacostraca","Arthropoda","Animalia","nca","Actinopterygii","Upeneus vittatus","Upeneus","vittatus"
"663","Mullidae","Upeneus vittatus","crevettes",160.011682242991,240,60,428,98,30,0.306122448979592,"Shrimp",NA,"Decapoda","Malacostraca","Arthropoda","Animalia","nca","Actinopterygii","Upeneus vittatus","Upeneus","vittatus"
"664","Mullidae","Upeneus vittatus","bivalves",160.011682242991,240,60,428,98,24,0.244897959183673,"Bivalvia",NA,NA,"Bivalvia","Mollusca","Animalia","nca","Actinopterygii","Upeneus vittatus","Upeneus","vittatus"
"665","Mullidae","Upeneus vittatus","ophiure",160.011682242991,240,60,428,98,1,0.0102040816326531,"Ophiuroidea",NA,NA,"Ophiuroidea","Echinodermata","Animalia","nca","Actinopterygii","Upeneus vittatus","Upeneus","vittatus"
"666","Mullidae","Upeneus vittatus","mollusque",160.011682242991,240,60,428,98,15,0.153061224489796,"Mollusca",NA,NA,NA,"Mollusca","Animalia","nca","Actinopterygii","Upeneus vittatus","Upeneus","vittatus"
"667","Mullidae","Upeneus vittatus","Poisson",160.011682242991,240,60,428,98,4,0.0408163265306122,"Actinopterygii",NA,NA,"Actinopterygii","Chordata","Animalia","nca","Actinopterygii","Upeneus vittatus","Upeneus","vittatus"
"668","Mullidae","Upeneus vittatus","crustacé",160.011682242991,240,60,428,98,8,0.0816326530612245,"Crustacea",NA,NA,NA,"Arthropoda","Animalia","nca","Actinopterygii","Upeneus vittatus","Upeneus","vittatus"
"669","Mullidae","Upeneus vittatus","oursin sable",160.011682242991,240,60,428,98,1,0.0102040816326531,"Spatangoida",NA,"Spatangoida","Echinoidea","Echinodermata","Animalia","nca","Actinopterygii","Upeneus vittatus","Upeneus","vittatus"
"670","Mullidae","Upeneus vittatus","vers",160.011682242991,240,60,428,98,1,0.0102040816326531,"Worms",NA,NA,NA,NA,"Animalia","nca","Actinopterygii","Upeneus vittatus","Upeneus","vittatus"
"671","Mullidae","Upeneus vittatus","annélide",160.011682242991,240,60,428,98,1,0.0102040816326531,"Annelida",NA,NA,NA,"Annelida","Animalia","nca","Actinopterygii","Upeneus vittatus","Upeneus","vittatus"
"672","Mullidae","Upeneus australiae","crevettes",118.484412470024,190,75,417,77,29,0.376623376623377,"Shrimp",NA,"Decapoda","Malacostraca","Arthropoda","Animalia","nca","Actinopterygii","Upeneus australiae","Upeneus","australiae"
"673","Mullidae","Upeneus australiae","vers",118.484412470024,190,75,417,77,17,0.220779220779221,"Worms",NA,NA,NA,NA,"Animalia","nca","Actinopterygii","Upeneus australiae","Upeneus","australiae"
"674","Mullidae","Upeneus australiae","bivalves",118.484412470024,190,75,417,77,4,0.051948051948052,"Bivalvia",NA,NA,"Bivalvia","Mollusca","Animalia","nca","Actinopterygii","Upeneus australiae","Upeneus","australiae"
"675","Mullidae","Upeneus australiae","oursin roche",118.484412470024,190,75,417,77,1,0.012987012987013,"Echinoidea",NA,NA,"Echinoidea","Echinodermata","Animalia","nca","Actinopterygii","Upeneus australiae","Upeneus","australiae"
"676","Mullidae","Upeneus australiae","crustacé",118.484412470024,190,75,417,77,4,0.051948051948052,"Crustacea",NA,NA,NA,"Arthropoda","Animalia","nca","Actinopterygii","Upeneus australiae","Upeneus","australiae"
"677","Mullidae","Upeneus australiae","crabes",118.484412470024,190,75,417,77,1,0.012987012987013,"Crab",NA,"Decapoda","Malacostraca","Arthropoda","Animalia","nca","Actinopterygii","Upeneus australiae","Upeneus","australiae"
"678","Mullidae","Upeneus japonicus","amphipodes",107.291666666667,175,70,24,6,4,0.666666666666667,"Amphipoda",NA,"Amphipoda","Malacostraca","Arthropoda","Animalia","nca","Actinopterygii","Upeneus japonicus","Upeneus","japonicus"
"679","Mullidae","Upeneus japonicus","crevettes",107.291666666667,175,70,24,6,1,0.166666666666667,"Shrimp",NA,"Decapoda","Malacostraca","Arthropoda","Animalia","nca","Actinopterygii","Upeneus japonicus","Upeneus","japonicus"
"680","Mullidae","Upeneus japonicus","crabes",107.291666666667,175,70,24,6,1,0.166666666666667,"Crab",NA,"Decapoda","Malacostraca","Arthropoda","Animalia","nca","Actinopterygii","Upeneus japonicus","Upeneus","japonicus"
"681","Monodactylidae","Monodactylus argenteus","algues",87.1621621621622,185,20,259,7,2,0.285714285714286,"Algae",NA,NA,NA,NA,"Plantae","nca","Actinopterygii","Monodactylus argenteus","Monodactylus","argenteus"
"682","Monodactylidae","Monodactylus argenteus","Poisson",87.1621621621622,185,20,259,7,1,0.142857142857143,"Actinopterygii",NA,NA,"Actinopterygii","Chordata","Animalia","nca","Actinopterygii","Monodactylus argenteus","Monodactylus","argenteus"
"683","Monodactylidae","Monodactylus argenteus","vers",87.1621621621622,185,20,259,7,1,0.142857142857143,"Worms",NA,NA,NA,NA,"Animalia","nca","Actinopterygii","Monodactylus argenteus","Monodactylus","argenteus"
"684","Monodactylidae","Monodactylus argenteus","crevettes",87.1621621621622,185,20,259,7,1,0.142857142857143,"Shrimp",NA,"Decapoda","Malacostraca","Arthropoda","Animalia","nca","Actinopterygii","Monodactylus argenteus","Monodactylus","argenteus"
"685","Monodactylidae","Monodactylus argenteus","crabes",87.1621621621622,185,20,259,7,2,0.285714285714286,"Crab",NA,"Decapoda","Malacostraca","Arthropoda","Animalia","nca","Actinopterygii","Monodactylus argenteus","Monodactylus","argenteus"
"686","Kyphosidae","Kyphosus vaigiensis","algues",373.571428571429,480,270,7,3,3,1,"Algae",NA,NA,NA,NA,"Plantae","nca","Actinopterygii","Kyphosus vaigiensis","Kyphosus","vaigiensis"
"687","Drepaneidae","Drepane punctata","brachyopodes",317.083333333333,355,280,12,3,1,0.333333333333333,"Brachiopoda",NA,NA,NA,"Brachiopoda","Animalia","nca","Actinopterygii","Drepane punctata","Drepane","punctata"
"688","Drepaneidae","Drepane punctata","oursin roche",317.083333333333,355,280,12,3,2,0.666666666666667,"Echinoidea",NA,NA,"Echinoidea","Echinodermata","Animalia","nca","Actinopterygii","Drepane punctata","Drepane","punctata"
"689","Platacidae","Platax orbicularis","algues",180,500,45,14,4,3,0.75,"Algae",NA,NA,NA,NA,"Plantae","nca","Actinopterygii","Platax orbicularis","Platax","orbicularis"
"690","Platacidae","Platax orbicularis","polychète",180,500,45,14,4,1,0.25,"Polychaeta",NA,NA,"Polychaeta","Annelida","Animalia","nca","Actinopterygii","Platax orbicularis","Platax","orbicularis"
"691","Platacidae","Platax pinnatus","vers",351.666666666667,405,325,3,3,3,1,"Worms",NA,NA,NA,NA,"Animalia","nca","Actinopterygii","Platax pinnatus","Platax","pinnatus"
"692","Scatophagidae","Scatophagus argus","algues",217.575757575758,360,50,66,29,29,1,"Algae",NA,NA,NA,NA,"Plantae","nca","Actinopterygii","Scatophagus argus","Scatophagus","argus"
"693","Pomacanthidae","Pomacanthus sexstriatus","éponge",172.5,275,35,4,1,1,1,"Porifera",NA,NA,NA,"Porifera","Animalia","nca","Actinopterygii","Pomacanthus sexstriatus","Pomacanthus","sexstriatus"
"694","Cirrhitidae","Paracirrhites forsteri","Poisson",141.25,150,130,4,1,1,1,"Actinopterygii",NA,NA,"Actinopterygii","Chordata","Animalia","nca","Actinopterygii","Paracirrhites forsteri","Paracirrhites","forsteri"
"695","Sphyraenidae","Sphyraena acutipinnis","Poisson",369.166666666667,425,240,6,3,3,1,"Actinopterygii",NA,NA,"Actinopterygii","Chordata","Animalia","nca","Actinopterygii","Sphyraena acutipinnis","Sphyraena","acutipinnis"
"696","Sphyraenidae","Sphyraena barracuda","Poisson",315.176767676768,595,190,198,54,50,0.925925925925926,"Actinopterygii",NA,NA,"Actinopterygii","Chordata","Animalia","nca","Actinopterygii","Sphyraena barracuda","Sphyraena","barracuda"
"697","Sphyraenidae","Sphyraena barracuda","crevettes",315.176767676768,595,190,198,54,2,0.037037037037037,"Shrimp",NA,"Decapoda","Malacostraca","Arthropoda","Animalia","nca","Actinopterygii","Sphyraena barracuda","Sphyraena","barracuda"
"698","Sphyraenidae","Sphyraena flavicauda","Poisson",185.340909090909,355,55,44,2,2,1,"Actinopterygii",NA,NA,"Actinopterygii","Chordata","Animalia","nca","Actinopterygii","Sphyraena flavicauda","Sphyraena","flavicauda"
"699","Sphyraenidae","Sphyraena forsteri","céphalopode",404.242424242424,600,85,99,46,3,0.0652173913043478,"Cephalopoda",NA,NA,"Cephalopoda","Mollusca","Animalia","nca","Actinopterygii","Sphyraena forsteri","Sphyraena","forsteri"
"700","Sphyraenidae","Sphyraena forsteri","Poisson",404.242424242424,600,85,99,46,14,0.304347826086957,"Actinopterygii",NA,NA,"Actinopterygii","Chordata","Animalia","nca","Actinopterygii","Sphyraena forsteri","Sphyraena","forsteri"
"701","Sphyraenidae","Sphyraena forsteri","bivalves",404.242424242424,600,85,99,46,1,0.0217391304347826,"Bivalvia",NA,NA,"Bivalvia","Mollusca","Animalia","nca","Actinopterygii","Sphyraena forsteri","Sphyraena","forsteri"
"702","Sphyraenidae","Sphyraena japonica","Poisson",297.857142857143,315,275,7,1,1,1,"Actinopterygii",NA,NA,"Actinopterygii","Chordata","Animalia","nca","Actinopterygii","Sphyraena japonica","Sphyraena","japonica"
"703","Sphyraenidae","Sphyraena jello","Poisson",797.5,960,420,4,3,3,1,"Actinopterygii",NA,NA,"Actinopterygii","Chordata","Animalia","nca","Actinopterygii","Sphyraena jello","Sphyraena","jello"
"704","Sphyraenidae","Sphyraena obtusata","Poisson",235.652173913043,265,190,23,8,8,1,"Actinopterygii",NA,NA,"Actinopterygii","Chordata","Animalia","nca","Actinopterygii","Sphyraena obtusata","Sphyraena","obtusata"
"705","Sphyraenidae","Sphyraena putnamae","Poisson",393.929203539823,1040,200,226,39,34,0.871794871794872,"Actinopterygii",NA,NA,"Actinopterygii","Chordata","Animalia","nca","Actinopterygii","Sphyraena putnamae","Sphyraena","putnamae"
"706","Sphyraenidae","Sphyraena putnamae","algues",393.929203539823,1040,200,226,39,1,0.0256410256410256,"Algae",NA,NA,NA,NA,"Plantae","nca","Actinopterygii","Sphyraena putnamae","Sphyraena","putnamae"
"707","Sphyraenidae","Sphyraena putnamae","céphalopode",393.929203539823,1040,200,226,39,1,0.0256410256410256,"Cephalopoda",NA,NA,"Cephalopoda","Mollusca","Animalia","nca","Actinopterygii","Sphyraena putnamae","Sphyraena","putnamae"
"708","Sphyraenidae","Sphyraena pinguis","Poisson",245.897435897436,360,190,39,6,6,1,"Actinopterygii",NA,NA,"Actinopterygii","Chordata","Animalia","nca","Actinopterygii","Sphyraena pinguis","Sphyraena","pinguis"
"709","Polynemidae","Leptomelanosoma indicum","Poisson",167.814569536424,245,105,151,8,6,0.75,"Actinopterygii",NA,NA,"Actinopterygii","Chordata","Animalia","nca","Actinopterygii","Leptomelanosoma indicum","Leptomelanosoma","indicum"
"710","Polynemidae","Leptomelanosoma indicum","crevettes",167.814569536424,245,105,151,8,7,0.875,"Shrimp",NA,"Decapoda","Malacostraca","Arthropoda","Animalia","nca","Actinopterygii","Leptomelanosoma indicum","Leptomelanosoma","indicum"
"711","Polynemidae","Leptomelanosoma indicum","squilles",167.814569536424,245,105,151,8,1,0.125,"Stomatopoda",NA,"Stomatopoda","Malacostraca","Arthropoda","Animalia","nca","Actinopterygii","Leptomelanosoma indicum","Leptomelanosoma","indicum"
"712","Labridae","Bodianus axillaris","crustacé",203,510,80,5,2,1,0.5,"Crustacea",NA,NA,NA,"Arthropoda","Animalia","nca","Actinopterygii","Bodianus axillaris","Bodianus","axillaris"
"713","Labridae","Bodianus axillaris","Poisson",203,510,80,5,2,1,0.5,"Actinopterygii",NA,NA,"Actinopterygii","Chordata","Animalia","nca","Actinopterygii","Bodianus axillaris","Bodianus","axillaris"
"714","Labridae","Bodianus loxozonus","oursin sable",306,340,272,2,1,1,1,"Spatangoida",NA,"Spatangoida","Echinoidea","Echinodermata","Animalia","nca","Actinopterygii","Bodianus loxozonus","Bodianus","loxozonus"
"715","Labridae","Bodianus perditio","mollusque",415.530726256983,730,165,358,214,111,0.518691588785047,"Mollusca",NA,NA,NA,"Mollusca","Animalia","nca","Actinopterygii","Bodianus perditio","Bodianus","perditio"
"716","Labridae","Bodianus perditio","crabes",415.530726256983,730,165,358,214,8,0.0373831775700935,"Crab",NA,"Decapoda","Malacostraca","Arthropoda","Animalia","nca","Actinopterygii","Bodianus perditio","Bodianus","perditio"
"717","Labridae","Bodianus perditio","gastéropodes",415.530726256983,730,165,358,214,16,0.0747663551401869,"Gastropoda",NA,NA,"Gastropoda","Mollusca","Animalia","nca","Actinopterygii","Bodianus perditio","Bodianus","perditio"
"718","Labridae","Bodianus perditio","oursin sable",415.530726256983,730,165,358,214,8,0.0373831775700935,"Spatangoida",NA,"Spatangoida","Echinoidea","Echinodermata","Animalia","nca","Actinopterygii","Bodianus perditio","Bodianus","perditio"
"719","Labridae","Bodianus perditio","crustacé",415.530726256983,730,165,358,214,15,0.0700934579439252,"Crustacea",NA,NA,NA,"Arthropoda","Animalia","nca","Actinopterygii","Bodianus perditio","Bodianus","perditio"
"720","Labridae","Bodianus perditio","oursin roche",415.530726256983,730,165,358,214,6,0.0280373831775701,"Echinoidea",NA,NA,"Echinoidea","Echinodermata","Animalia","nca","Actinopterygii","Bodianus perditio","Bodianus","perditio"
"721","Labridae","Bodianus perditio","bivalves",415.530726256983,730,165,358,214,46,0.214953271028037,"Bivalvia",NA,NA,"Bivalvia","Mollusca","Animalia","nca","Actinopterygii","Bodianus perditio","Bodianus","perditio"
"722","Labridae","Bodianus perditio","crevettes",415.530726256983,730,165,358,214,1,0.00467289719626168,"Shrimp",NA,"Decapoda","Malacostraca","Arthropoda","Animalia","nca","Actinopterygii","Bodianus perditio","Bodianus","perditio"
"723","Labridae","Bodianus perditio","strombes",415.530726256983,730,165,358,214,9,0.0420560747663551,"Strombidae","Strombidae","Littorinimorpha","Gastropoda","Mollusca","Animalia","nca","Actinopterygii","Bodianus perditio","Bodianus","perditio"
"724","Labridae","Bodianus perditio","bernard l'hermite",415.530726256983,730,165,358,214,2,0.00934579439252336,"Paguroidea",NA,"Decapoda","Malacostraca","Arthropoda","Animalia","nca","Actinopterygii","Bodianus perditio","Bodianus","perditio"
"725","Labridae","Bodianus perditio","turritelles",415.530726256983,730,165,358,214,2,0.00934579439252336,"Turritellidae","Turritellidae",NA,"Gastropoda","Mollusca","Animalia","nca","Actinopterygii","Bodianus perditio","Bodianus","perditio"
"726","Labridae","Bodianus perditio","dollar sable",415.530726256983,730,165,358,214,2,0.00934579439252336,"Clypeasteroida",NA,"Clypeasteroida","Echinoidea","Echinodermata","Animalia","nca","Actinopterygii","Bodianus perditio","Bodianus","perditio"
"727","Labridae","Bodianus perditio","Poisson",415.530726256983,730,165,358,214,1,0.00467289719626168,"Actinopterygii",NA,NA,"Actinopterygii","Chordata","Animalia","nca","Actinopterygii","Bodianus perditio","Bodianus","perditio"
"728","Labridae","Cheilinus chlorourus","crabes",160.954545454545,320,42,22,3,2,0.666666666666667,"Crab",NA,"Decapoda","Malacostraca","Arthropoda","Animalia","nca","Actinopterygii","Cheilinus chlorourus","Cheilinus","chlorourus"
"729","Labridae","Cheilinus chlorourus","mollusque",160.954545454545,320,42,22,3,1,0.333333333333333,"Mollusca",NA,NA,NA,"Mollusca","Animalia","nca","Actinopterygii","Cheilinus chlorourus","Cheilinus","chlorourus"
"730","Labridae","Cheilinus undulatus","Poisson",625,930,230,15,5,2,0.4,"Actinopterygii",NA,NA,"Actinopterygii","Chordata","Animalia","nca","Actinopterygii","Cheilinus undulatus","Cheilinus","undulatus"
"731","Labridae","Cheilinus undulatus","oursin roche",625,930,230,15,5,2,0.4,"Echinoidea",NA,NA,"Echinoidea","Echinodermata","Animalia","nca","Actinopterygii","Cheilinus undulatus","Cheilinus","undulatus"
"732","Labridae","Cheilinus undulatus","crabes",625,930,230,15,5,1,0.2,"Crab",NA,"Decapoda","Malacostraca","Arthropoda","Animalia","nca","Actinopterygii","Cheilinus undulatus","Cheilinus","undulatus"
"733","Labridae","Choerodon graphicus","mollusque",198.846153846154,515,40,91,11,7,0.636363636363636,"Mollusca",NA,NA,NA,"Mollusca","Animalia","nca","Actinopterygii","Choerodon graphicus","Choerodon","graphicus"
"734","Labridae","Choerodon graphicus","gastéropodes",198.846153846154,515,40,91,11,2,0.181818181818182,"Gastropoda",NA,NA,"Gastropoda","Mollusca","Animalia","nca","Actinopterygii","Choerodon graphicus","Choerodon","graphicus"
"735","Labridae","Coris aygula","mollusque",457,550,325,5,5,1,0.2,"Mollusca",NA,NA,NA,"Mollusca","Animalia","nca","Actinopterygii","Coris aygula","Coris","aygula"
"736","Labridae","Coris aygula","gastéropodes",457,550,325,5,5,3,0.6,"Gastropoda",NA,NA,"Gastropoda","Mollusca","Animalia","nca","Actinopterygii","Coris aygula","Coris","aygula"
"737","Labridae","Coris aygula","crabes",457,550,325,5,5,1,0.2,"Crab",NA,"Decapoda","Malacostraca","Arthropoda","Animalia","nca","Actinopterygii","Coris aygula","Coris","aygula"
"738","Labridae","Coris aygula","bernard l'hermite",457,550,325,5,5,1,0.2,"Paguroidea",NA,"Decapoda","Malacostraca","Arthropoda","Animalia","nca","Actinopterygii","Coris aygula","Coris","aygula"
"739","Labridae","Epibulus insidiator","crustacé",202.2,350,87,10,1,1,1,"Crustacea",NA,NA,NA,"Arthropoda","Animalia","nca","Actinopterygii","Epibulus insidiator","Epibulus","insidiator"
