site,cons_class,cons_fam,cons_sp,cons_size,lev1,lev2,w
mad,Actinopterygii,Serranidae,Grammistes sexlineatus,30,Brachyura,Decapoda,0.41
vir,Actinopterygii,Haemulidae,Haemulon flavolineatum,30,Brachyura,Decapoda,0.155
jap,Actinopterygii,Labridae,Hemigymnus fasciatus,30,Brachyura,Decapoda,0.2
vir,Actinopterygii,Sciaenidae,Odontoscion dentex,30,Brachyura,Decapoda,0.052
vir,Actinopterygii,Mullidae,Pseudupeneus maculatus,30,Brachyura,Decapoda,0.302
jap,Actinopterygii,Balistidae,Rhinecanthus aculeatus,30,Brachyura,Decapoda,0.78
mad,Actinopterygii,Balistidae,Rhinecanthus aculeatus,30,Brachyura,Decapoda,0.43
mari,Actinopterygii,Balistidae,Rhinecanthus aculeatus,30,Brachyura,Decapoda,0.26
haw,Actinopterygii,Balistidae,Rhinecanthus rectangulus,30,Brachyura,Decapoda,0.444444444
mari,Actinopterygii,Balistidae,Rhinecanthus rectangulus,30,Brachyura,Decapoda,0.12
nca,Actinopterygii,Nemipteridae,Scolopsis taenioptera,30,Brachyura,Decapoda,0.058139535
vir,Actinopterygii,Tetraodontidae,Sphoeroides spengleri,30,Brachyura,Decapoda,0.204
mad,Actinopterygii,Balistidae,Sufflamen chrysopterum,30,Brachyura,Decapoda,0.73
mari,Actinopterygii,Labridae,Thalassoma lutescens,30,Brachyura,Decapoda,0.4
haw,Actinopterygii,Labridae,Thalassoma trilobatum,30,Brachyura,Decapoda,0.5
haw,Actinopterygii,Labridae,Anampses cuvier,31,Brachyura,Decapoda,0.25
nca,Actinopterygii,Tetraodontidae,Arothron manilensis,31,Brachyura,Decapoda,0.222222222
nca,Actinopterygii,Sillaginidae,Sillago sihama,31,Brachyura,Decapoda,0.5
jap,Actinopterygii,Serranidae,Epinephelus merra,32,Brachyura,Decapoda,0.5
mad,Actinopterygii,Serranidae,Epinephelus merra,32,Brachyura,Decapoda,1.12
mari,Actinopterygii,Serranidae,Epinephelus merra,32,Brachyura,Decapoda,0.32
nca,Actinopterygii,Serranidae,Epinephelus merra,32,Brachyura,Decapoda,0.386363636
haw,Actinopterygii,Holocentridae,Neoniphon sammara,32,Brachyura,Decapoda,0.823529412
jap,Actinopterygii,Holocentridae,Neoniphon sammara,32,Brachyura,Decapoda,0.5
mad,Actinopterygii,Holocentridae,Neoniphon sammara,32,Brachyura,Decapoda,1.29
mari,Actinopterygii,Holocentridae,Neoniphon sammara,32,Brachyura,Decapoda,1.08
nca,Actinopterygii,Holocentridae,Neoniphon sammara,32,Brachyura,Decapoda,0.375
nca,Actinopterygii,Holocentridae,Sargocentron rubrum,32,Brachyura,Decapoda,0.6375
vir,Actinopterygii,Serranidae,Alphestes afer,33,Brachyura,Decapoda,0.77
vir,Actinopterygii,Sparidae,Archosargus rhomboidalis,33,Brachyura,Decapoda,0.048
mari,Actinopterygii,Tetraodontidae,Arothron nigropunctatus,33,Brachyura,Decapoda,0.2
mad,Actinopterygii,Pomacanthidae,Pomacanthus chrysurus,33,Brachyura,Decapoda,0.17
haw,Actinopterygii,Holocentridae,Sargocentron tiere,33,Brachyura,Decapoda,0.727272727
vir,Actinopterygii,Labridae,Halichoeres bivittatus,35,Brachyura,Decapoda,0.223
vir,Actinopterygii,Holocentridae,Holocentrus rufus,35,Brachyura,Decapoda,0.569
nca,Actinopterygii,Lethrinidae,Lethrinus semicinctus,35,Brachyura,Decapoda,0.391304348
jap,Actinopterygii,Lutjanidae,Lutjanus fulviflamma,35,Brachyura,Decapoda,0.88
mad,Actinopterygii,Lutjanidae,Lutjanus fulviflamma,35,Brachyura,Decapoda,1.68
nca,Actinopterygii,Lutjanidae,Lutjanus fulviflamma,35,Brachyura,Decapoda,0.316901408
nca,Actinopterygii,Lutjanidae,Lutjanus semicinctus,35,Brachyura,Decapoda,0.166666667
mari,Actinopterygii,Holocentridae,Myripristis violacea,35,Brachyura,Decapoda,0.74
haw,Actinopterygii,Mullidae,Parupeneus multifasciatus,35,Brachyura,Decapoda,0.833333333
haw,Actinopterygii,Mullidae,Parupeneus trifasciatus,35,Brachyura,Decapoda,2
jap,Actinopterygii,Mullidae,Parupeneus trifasciatus,35,Brachyura,Decapoda,0.48
mari,Actinopterygii,Mullidae,Parupeneus trifasciatus,35,Brachyura,Decapoda,0.29
nca,Actinopterygii,Scorpaenidae,Pterois lunulata,35,Brachyura,Decapoda,1
vir,Actinopterygii,Serranidae,Rypticus saponaceus,35,Brachyura,Decapoda,0.096
vir,Actinopterygii,Haemulidae,Haemulon carbonarium,36,Brachyura,Decapoda,0.383
nca,Actinopterygii,Mullidae,Parupeneus heptacanthus,36,Brachyura,Decapoda,0.189655172
nca,Actinopterygii,Terapontidae,Terapon jarbua,36,Brachyura,Decapoda,0.380952381
vir,Actinopterygii,Sparidae,Calamus pennatula,37,Brachyura,Decapoda,0.215
jap,Actinopterygii,Labridae,Hemigymnus melapterus,37,Brachyura,Decapoda,0.71
vir,Actinopterygii,Diodontidae,Chilomycterus antennatus,38,Brachyura,Decapoda,0.01
mari,Actinopterygii,Hemiramphidae,Hyporhamphus affinis,38,Brachyura,Decapoda,0.15
nca,Actinopterygii,Lutjanidae,Lutjanus quinquelineatus,38,Brachyura,Decapoda,0.143631436
vir,Actinopterygii,Ogcocephalidae,Ogcocephalus nasutus,38,Brachyura,Decapoda,0.475
nca,Actinopterygii,Mullidae,Parupeneus ciliatus,38,Brachyura,Decapoda,0.8
mad,Actinopterygii,Scorpaenidae,Pterois volitans,38,Brachyura,Decapoda,0.75
nca,Actinopterygii,Balistidae,Sufflamen fraenatum,38,Brachyura,Decapoda,0.113636364
mari,Actinopterygii,Muraenidae,Gymnothorax buroensis,38.7,Brachyura,Decapoda,0.8
mad,Actinopterygii,Bothidae,Bothus pantherinus,39,Brachyura,Decapoda,0.71
nca,Actinopterygii,Gerreidae,Gerres filamentosus,39,Brachyura,Decapoda,0.333333333
vir,Actinopterygii,Labridae,Bodianus rufus,40,Brachyura,Decapoda,0.324
haw,Actinopterygii,Labridae,Coris gaimard,40,Brachyura,Decapoda,0.111111111
nca,Actinopterygii,Dactylopteridae,Dactyloptena orientalis,40,Brachyura,Decapoda,0.333333333
mad,Actinopterygii,Serranidae,Epinephelus fasciatus,40,Brachyura,Decapoda,0.5
nca,Actinopterygii,Serranidae,Epinephelus fasciatus,40,Brachyura,Decapoda,0.425531915
mari,Actinopterygii,Lutjanidae,Lutjanus fulvus,40,Brachyura,Decapoda,0.5
nca,Actinopterygii,Lutjanidae,Lutjanus fulvus,40,Brachyura,Decapoda,0.8125
nca,Actinopterygii,Lutjanidae,Lutjanus kasmira,40,Brachyura,Decapoda,0.12962963
mari,Actinopterygii,Lutjanidae,Lutjanus vitta,40,Brachyura,Decapoda,0.54
nca,Actinopterygii,Lutjanidae,Lutjanus vitta,40,Brachyura,Decapoda,0.179640719
mad,Actinopterygii,Mullidae,Parupeneus macronemus,40,Brachyura,Decapoda,0.71
jap,Actinopterygii,Haemulidae,Plectorhinchus diagrammus,40,Brachyura,Decapoda,0.5
mad,Actinopterygii,Pomacanthidae,Pomacanthus semicirculatus,40,Brachyura,Decapoda,0.11
mad,Actinopterygii,Siganidae,Siganus canaliculatus,40,Brachyura,Decapoda,0.02
vir,Actinopterygii,Haemulidae,Anisotremus virginicus,40.6,Brachyura,Decapoda,0.162
vir,Actinopterygii,Gerreidae,Gerres cinereus,41,Brachyura,Decapoda,0.27
vir,Actinopterygii,Haemulidae,Haemulon parra,41.2,Brachyura,Decapoda,0.333
vir,Actinopterygii,Serranidae,Cephalopholis cruentata,42.6,Brachyura,Decapoda,0.038
vir,Actinopterygii,Haemulidae,Haemulon macrostomum,43,Brachyura,Decapoda,0.079
haw,Actinopterygii,Mullidae,Mulloidichthys flavolineatus,43,Brachyura,Decapoda,0.076923077
mari,Actinopterygii,Mullidae,Mulloidichthys flavolineatus,43,Brachyura,Decapoda,0.09
nca,Actinopterygii,Mullidae,Mulloidichthys flavolineatus,43,Brachyura,Decapoda,0.227272727
nca,Actinopterygii,Lethrinidae,Gymnocranius sp,43.6,Brachyura,Decapoda,0.088607595
vir,Actinopterygii,Serranidae,Cephalopholis fulva,44,Brachyura,Decapoda,0.172
vir,Actinopterygii,Mullidae,Mulloidichthys martinicus,44.8,Brachyura,Decapoda,0.159
nca,Actinopterygii,Labridae,Cheilinus chlorourus,45,Brachyura,Decapoda,0.666666667
jap,Actinopterygii,Labridae,Cheilinus trilobatus,45,Brachyura,Decapoda,0.5
mad,Actinopterygii,Labridae,Cheilinus trilobatus,45,Brachyura,Decapoda,0.79
mari,Actinopterygii,Labridae,Cheilinus trilobatus,45,Brachyura,Decapoda,0.4
nca,Actinopterygii,Serranidae,Epinephelus rivulatus,45,Brachyura,Decapoda,0.018518519
nca,Actinopterygii,Lethrinidae,Gymnocranius euanus,45,Brachyura,Decapoda,0.076923077
mari,Actinopterygii,Ostraciidae,Ostracion cubicus,45,Brachyura,Decapoda,0.16
nca,Actinopterygii,Mullidae,Parupeneus indicus,45,Brachyura,Decapoda,0.875
vir,Actinopterygii,Scorpaenidae,Scorpaena plumieri,45,Brachyura,Decapoda,0.313
jap,Actinopterygii,Labridae,Thalassoma lunare,45,Brachyura,Decapoda,0.87
vir,Actinopterygii,Haemulidae,Haemulon sciurus,46,Brachyura,Decapoda,0.269
nca,Actinopterygii,Serranidae,Epinephelus areolatus,47,Brachyura,Decapoda,0.205882353
vir,Actinopterygii,Ostraciidae,Lactophrys triqueter,47,Brachyura,Decapoda,0.09
mad,Actinopterygii,Moringuidae,Moringua microchir,47,Brachyura,Decapoda,0.03
mari,Actinopterygii,Holocentridae,Holocentrus sp,48,Brachyura,Decapoda,0.6
vir,Actinopterygii,Ostraciidae,Lactophrys bicaudalis,48,Brachyura,Decapoda,0.04
vir,Actinopterygii,Lutjanidae,Lutjanus mahogoni,48,Brachyura,Decapoda,0.031
haw,Actinopterygii,Tetraodontidae,Arothron hispidus,50,Brachyura,Decapoda,0.285714286
mad,Actinopterygii,Tetraodontidae,Arothron hispidus,50,Brachyura,Decapoda,1.88
nca,Actinopterygii,Tetraodontidae,Arothron hispidus,50,Brachyura,Decapoda,0.125
jap,Actinopterygii,Labridae,Cheilio inermis,50,Brachyura,Decapoda,0.3
mad,Actinopterygii,Labridae,Cheilio inermis,50,Brachyura,Decapoda,0.2
mad,Actinopterygii,Platycephalidae,Cociella crocodilus,50,Brachyura,Decapoda,0.1
vir,Actinopterygii,Dactylopteridae,Dactylopterus volitans,50,Brachyura,Decapoda,0.617
vir,Actinopterygii,Diodontidae,Diodon holocanthus,50,Brachyura,Decapoda,0.037
nca,Actinopterygii,Lethrinidae,Lethrinus atkinsoni,50,Brachyura,Decapoda,0.12886049
mad,Actinopterygii,Lethrinidae,Lethrinus harak,50,Brachyura,Decapoda,0.32
nca,Actinopterygii,Lethrinidae,Lethrinus harak,50,Brachyura,Decapoda,0.769230769
nca,Actinopterygii,Lethrinidae,Lethrinus rubrioperculatus,50,Brachyura,Decapoda,0.229219144
nca,Actinopterygii,Lutjanidae,Lutjanus adetii,50,Brachyura,Decapoda,0.347368421
mad,Actinopterygii,Lutjanidae,Lutjanus gibbus,50,Brachyura,Decapoda,0.62
mari,Actinopterygii,Lutjanidae,Lutjanus gibbus,50,Brachyura,Decapoda,0.89
nca,Actinopterygii,Lutjanidae,Lutjanus gibbus,50,Brachyura,Decapoda,0.216901408
nca,Actinopterygii,Lutjanidae,Lutjanus russellii,50,Brachyura,Decapoda,0.183673469
vir,Actinopterygii,Balistidae,Melichthys niger,50,Brachyura,Decapoda,0.049
haw,Actinopterygii,Mullidae,Parupeneus cyclostomus,50,Brachyura,Decapoda,0.133333333
mari,Actinopterygii,Mullidae,Parupeneus cyclostomus,50,Brachyura,Decapoda,1
jap,Actinopterygii,Mullidae,Parupeneus spilurus,50,Brachyura,Decapoda,1.29
mad,Actinopterygii,Haemulidae,Plectorhinchus gaterinus,50,Brachyura,Decapoda,1.33
vir,Actinopterygii,Priacanthidae,Priacanthus arenatus,50,Brachyura,Decapoda,0.098
nca,Actinopterygii,Synodontidae,Saurida undosquamis,50,Brachyura,Decapoda,0.004166667
haw,Actinopterygii,Priacanthidae,Heteropriacanthus cruentatus,50.7,Brachyura,Decapoda,0.095238095
mari,Actinopterygii,Priacanthidae,Heteropriacanthus cruentatus,50.7,Brachyura,Decapoda,0.22
vir,Actinopterygii,Priacanthidae,Heteropriacanthus cruentatus,50.7,Brachyura,Decapoda,0.144
mari,Actinopterygii,Bothidae,Bothus mancus,51,Brachyura,Decapoda,0.3
mad,Actinopterygii,Serranidae,Epinephelus macrospilos,51,Brachyura,Decapoda,0.25
nca,Actinopterygii,Serranidae,Epinephelus macrospilos,51,Brachyura,Decapoda,0.347826087
vir,Actinopterygii,Labridae,Halichoeres radiatus,51,Brachyura,Decapoda,0.188
haw,Actinopterygii,Mullidae,Parupeneus porphyreus,51,Brachyura,Decapoda,1
mari,Actinopterygii,Holocentridae,Sargocentron spiniferum,51,Brachyura,Decapoda,0.86
nca,Actinopterygii,Holocentridae,Sargocentron spiniferum,51,Brachyura,Decapoda,0.628571429
nca,Actinopterygii,Sillaginidae,Sillago ciliata,51,Brachyura,Decapoda,0.285714286
nca,Actinopterygii,Lethrinidae,Lethrinus lentjan,52,Brachyura,Decapoda,0.697674419
nca,Actinopterygii,Albulidae,Albula sp,52.8122222222,Brachyura,Decapoda,0.5
vir,Actinopterygii,Haemulidae,Haemulon plumierii,53,Brachyura,Decapoda,0.26
jap,Actinopterygii,Labridae,Epibulus insidiator,54,Brachyura,Decapoda,0.75
mari,Actinopterygii,Serranidae,Epinephelus howlandi,55,Brachyura,Decapoda,0.25
nca,Actinopterygii,Serranidae,Epinephelus howlandi,55,Brachyura,Decapoda,0.333333333
mad,Actinopterygii,Serranidae,Epinephelus longispinis,55,Brachyura,Decapoda,1.5
vir,Actinopterygii,Ostraciidae,Lactophrys trigonus,55,Brachyura,Decapoda,0.449
nca,Actinopterygii,Balistidae,Pseudobalistes fuscus,55,Brachyura,Decapoda,0.052631579
vir,Actinopterygii,Sparidae,Calamus calamus,56,Brachyura,Decapoda,0.128
nca,Actinopterygii,Balistidae,Abalistes stellaris,60,Brachyura,Decapoda,0.466666667
vir,Actinopterygii,Balistidae,Balistes vetula,60,Brachyura,Decapoda,0.054
mad,Actinopterygii,Lethrinidae,Lethrinus crocineus,60,Brachyura,Decapoda,0.11
mad,Actinopterygii,Lethrinidae,Lethrinus obsoletus,60,Brachyura,Decapoda,0.05
haw,Actinopterygii,Lethrinidae,Monotaxis grandoculis,60,Brachyura,Decapoda,0.25
mari,Actinopterygii,Lethrinidae,Monotaxis grandoculis,60,Brachyura,Decapoda,0.84
nca,Actinopterygii,Lethrinidae,Monotaxis grandoculis,60,Brachyura,Decapoda,0.111111111
mad,Actinopterygii,Holocentridae,Myripristis murdjan,60,Brachyura,Decapoda,0.17
jap,Actinopterygii,Mullidae,Parupeneus barberinus,60,Brachyura,Decapoda,0.45
mad,Actinopterygii,Mullidae,Parupeneus barberinus,60,Brachyura,Decapoda,0.34
mari,Actinopterygii,Mullidae,Parupeneus barberinus,60,Brachyura,Decapoda,0.33
mari,Actinopterygii,Carangidae,Trachinotus baillonii,60,Brachyura,Decapoda,0.2
nca,Actinopterygii,Serranidae,Epinephelus maculatus,60.5,Brachyura,Decapoda,0.087885986
vir,Actinopterygii,Serranidae,Epinephelus adscensionis,61,Brachyura,Decapoda,0.667
vir,Actinopterygii,Holocentridae,Holocentrus adscensionis,61,Brachyura,Decapoda,0.733
mari,Actinopterygii,Polynemidae,Polydactylus sexfilis,61,Brachyura,Decapoda,0.33
mari,Actinopterygii,Muraenidae,Uropterygius xanthopterus,62,Brachyura,Decapoda,0.75
jap,Actinopterygii,Diodontidae,Diodon liturosus,65,Brachyura,Decapoda,1.01
nca,Actinopterygii,Carangidae,Carangoides ferdau,70,Brachyura,Decapoda,0.333333333
vir,Actinopterygii,Carangidae,Caranx crysos,70,Brachyura,Decapoda,0.059
nca,Actinopterygii,Lethrinidae,Lethrinus xanthochilus,70,Brachyura,Decapoda,0.333333333
vir,Actinopterygii,Malacanthidae,Malacanthus plumieri,70,Brachyura,Decapoda,0.185
nca,Actinopterygii,Haemulidae,Pomadasys argenteus,70,Brachyura,Decapoda,0.56928839
nca,Actinopterygii,Carangidae,Carangoides chrysophrys,72,Brachyura,Decapoda,0.054054054
nca,Actinopterygii,Haemulidae,Plectorhinchus lineatus,72,Brachyura,Decapoda,0.666666667
mad,Actinopterygii,Muraenidae,Echidna polyzona,72.3,Brachyura,Decapoda,1.4
nca,Actinopterygii,Carangidae,Carangoides orthogrammus,75,Brachyura,Decapoda,0.0625
nca,Actinopterygii,Haemulidae,Plectorhinchus gibbosus,75,Brachyura,Decapoda,1
vir,Actinopterygii,Haemulidae,Anisotremus surinamensis,76,Brachyura,Decapoda,0.099
vir,Actinopterygii,Sparidae,Calamus bajonado,76,Brachyura,Decapoda,0.222
nca,Actinopterygii,Serranidae,Epinephelus coeruleopunctatus,76,Brachyura,Decapoda,0.916666667
vir,Actinopterygii,Serranidae,Epinephelus guttatus,76,Brachyura,Decapoda,0.395
vir,Actinopterygii,Haemulidae,Haemulon album,79,Brachyura,Decapoda,0.076
vir,Actinopterygii,Lutjanidae,Lutjanus apodus,79.1,Brachyura,Decapoda,0.222
nca,Actinopterygii,Labridae,Bodianus perditio,80,Brachyura,Decapoda,0.037383178
nca,Actinopterygii,Lethrinidae,Gymnocranius grandoculis,80,Brachyura,Decapoda,0.175824176
nca,Actinopterygii,Lutjanidae,Lutjanus rivulatus,80,Brachyura,Decapoda,0.25
mari,Actinopterygii,Muraenidae,Gymnothorax sp,81.9527027027,Brachyura,Decapoda,0.42
nca,Actinopterygii,Haemulidae,Plectorhinchus picus,84,Brachyura,Decapoda,0.4
vir,Actinopterygii,Lutjanidae,Ocyurus chrysurus,86.3,Brachyura,Decapoda,0.233
nca,Actinopterygii,Lethrinidae,Lethrinus nebulosus,87,Brachyura,Decapoda,0.231646472
nca,Actinopterygii,Carangidae,Caranx papuensis,88,Brachyura,Decapoda,0.347826087
vir,Actinopterygii,Lutjanidae,Lutjanus griseus,89,Brachyura,Decapoda,0.4
nca,Actinopterygii,Carangidae,Caranx sp,89.0555555556,Brachyura,Decapoda,0.333333333
nca,Actinopterygii,Sparidae,Acanthopagrus berda,90,Brachyura,Decapoda,0.854700855
nca,Actinopterygii,Serranidae,Epinephelus polyphekadion,90,Brachyura,Decapoda,0.459016393
nca,Actinopterygii,Lutjanidae,Lutjanus bohar,90,Brachyura,Decapoda,0.061643836
vir,Actinopterygii,Diodontidae,Diodon hystrix,91,Brachyura,Decapoda,0.149
vir,Actinopterygii,Labridae,Lachnolaimus maximus,91,Brachyura,Decapoda,0.061
vir,Actinopterygii,Lutjanidae,Lutjanus analis,94,Brachyura,Decapoda,0.444
mad,Actinopterygii,Lutjanidae,Lutjanus johnii,97,Brachyura,Decapoda,0.83
haw,Actinopterygii,Ophidiidae,Brotula multibarbata,100,Brachyura,Decapoda,1
nca,Actinopterygii,Haemulidae,Diagramma pictum,100,Brachyura,Decapoda,0.109090909
nca,Actinopterygii,Lethrinidae,Lethrinus olivaceus,100,Brachyura,Decapoda,0.183908046
nca,Actinopterygii,Haemulidae,Plectorhinchus albovittatus,100,Brachyura,Decapoda,0.913043478
