site,cons_class,cons_fam,cons_sp,cons_size,lev1,lev2,w
vir,Actinopterygii,Labridae,Scarus coelestinus,77,Echinoidea,Echinoidea,0.001
vir,Actinopterygii,Haemulidae,Haemulon album,79,Echinoidea,Echinoidea,0.199
nca,Actinopterygii,Labridae,Bodianus perditio,80,Echinoidea,Echinoidea,0.074766355
nca,Actinopterygii,Lethrinidae,Gymnocranius grandoculis,80,Echinoidea,Echinoidea,0.120879121
nca,Actinopterygii,Lethrinidae,Lethrinus nebulosus,87,Echinoidea,Echinoidea,0.135424091
nca,Actinopterygii,Sparidae,Acanthopagrus berda,90,Echinoidea,Echinoidea,0.008547009
nca,Actinopterygii,Serranidae,Epinephelus polyphekadion,90,Echinoidea,Echinoidea,0.016393443
haw,Actinopterygii,Diodontidae,Diodon hystrix,91,Echinoidea,Echinoidea,1.833333334
vir,Actinopterygii,Diodontidae,Diodon hystrix,91,Echinoidea,Echinoidea,0.346
vir,Actinopterygii,Labridae,Lachnolaimus maximus,91,Echinoidea,Echinoidea,0.046
nca,Actinopterygii,Haemulidae,Diagramma pictum,100,Echinoidea,Echinoidea,0.145454545
nca,Actinopterygii,Lethrinidae,Lethrinus olivaceus,100,Echinoidea,Echinoidea,0.091954022
nca,Actinopterygii,Haemulidae,Plectorhinchus albovittatus,100,Echinoidea,Echinoidea,0.043478261
nca,Actinopterygii,Lutjanidae,Symphorus nematophorus,100,Echinoidea,Echinoidea,0.125
vir,Actinopterygii,Ophichthidae,Myrichthys breviceps,102,Echinoidea,Echinoidea,0.07
nca,Actinopterygii,Echeneidae,Echeneis naucrates,110,Echinoidea,Echinoidea,0.055555556
nca,Actinopterygii,Tetraodontidae,Lagocephalus sceleratus,110,Echinoidea,Echinoidea,0.153846153
nca,Actinopterygii,Lutjanidae,Aprion virescens,112,Echinoidea,Echinoidea,0.018181818
nca,Actinopterygii,Tetraodontidae,Arothron stellatus,120,Echinoidea,Echinoidea,0.230769231
vir,Actinopterygii,Carangidae,Trachinotus falcatus,122,Echinoidea,Echinoidea,0.25
nca,Actinopterygii,Labridae,Cheilinus undulatus,229,Echinoidea,Echinoidea,0.4
jap,Actinopterygii,Blenniidae,Salarias luctuosus,5,Foraminifera,Foraminifera,0.75
jap,Actinopterygii,Pomacentridae,Cheiloprion labiatus,6,Foraminifera,Foraminifera,0.12
mad,Actinopterygii,Gobiidae,Gnatholepis cauerensis,6,Foraminifera,Foraminifera,0.4
jap,Actinopterygii,Blenniidae,Meiacanthus kamoharai,6,Foraminifera,Foraminifera,0.27
jap,Actinopterygii,Pomacentridae,Pomachromis richardsoni,6,Foraminifera,Foraminifera,0.07
mad,Actinopterygii,Blenniidae,Salarias sinuosus,6,Foraminifera,Foraminifera,0.28
jap,Actinopterygii,Gobiidae,Asterropteryx semipunctata,6.5,Foraminifera,Foraminifera,0.78
jap,Actinopterygii,Pomacentridae,Chrysiptera rex,7,Foraminifera,Foraminifera,0.14
jap,Actinopterygii,Pseudochromidae,Pseudochromis tapeinosoma,7.4,Foraminifera,Foraminifera,0.2
jap,Actinopterygii,Gobiidae,Fusigobius neophytus,7.5,Foraminifera,Foraminifera,0.38
mad,Actinopterygii,Pomacentridae,Pomacentrus tripunctatus,7.5,Foraminifera,Foraminifera,0.28
jap,Actinopterygii,Pomacentridae,Chrysiptera brownriggii,8,Foraminifera,Foraminifera,0.11
mad,Actinopterygii,Pomacentridae,Chrysiptera brownriggii,8,Foraminifera,Foraminifera,0.13
mari,Actinopterygii,Pomacentridae,Chrysiptera brownriggii,8,Foraminifera,Foraminifera,0.16
mad,Actinopterygii,Blenniidae,Petroscirtes mitratus,8.5,Foraminifera,Foraminifera,0.09
mad,Actinopterygii,Blenniidae,Cirripectes variolosus,8.9,Foraminifera,Foraminifera,0.34
mari,Actinopterygii,Blenniidae,Cirripectes variolosus,8.9,Foraminifera,Foraminifera,0.33
jap,Actinopterygii,Callionymidae,Neosynchiropus ocellatus,8.9,Foraminifera,Foraminifera,0.25
mad,Actinopterygii,Apogonidae,Apogonichthyoides timorensis,9,Foraminifera,Foraminifera,0.06
haw,Actinopterygii,Tetraodontidae,Canthigaster jactator,9,Foraminifera,Foraminifera,0.333333333
mad,Actinopterygii,Pomacentridae,Chromis dimidiata,9,Foraminifera,Foraminifera,0.06
jap,Actinopterygii,Pomacentridae,Pomacentrus amboinensis,9,Foraminifera,Foraminifera,0.28
jap,Actinopterygii,Pomacentridae,Pomacentrus chrysurus,9,Foraminifera,Foraminifera,0.22
jap,Actinopterygii,Pomacentridae,Pomacentrus moluccensis,9,Foraminifera,Foraminifera,0.03
haw,Actinopterygii,Atherinidae,Atherinomorus insularum,9.8,Foraminifera,Foraminifera,0.333333333
vir,Actinopterygii,Atherinidae,Atherinomorus stipes,10,Foraminifera,Foraminifera,0.022
mad,Actinopterygii,Apogonidae,Nectamia savayensis,10,Foraminifera,Foraminifera,0.25
mad,Actinopterygii,Gobiidae,Oplopomus oplopomus,10,Foraminifera,Foraminifera,0.11
jap,Actinopterygii,Pomacentridae,Plectroglyphidodon lacrymatus,10,Foraminifera,Foraminifera,0.17
mad,Actinopterygii,Pomacentridae,Plectroglyphidodon lacrymatus,10,Foraminifera,Foraminifera,0.34
mari,Actinopterygii,Pomacentridae,Plectroglyphidodon lacrymatus,10,Foraminifera,Foraminifera,0.21
mari,Actinopterygii,Labridae,Pseudocheilinus hexataenia,10,Foraminifera,Foraminifera,0.55
vir,Actinopterygii,Pomacentridae,Stegastes leucostictus,10,Foraminifera,Foraminifera,0.015
jap,Actinopterygii,Pomacentridae,Chromis ternatensis,10.5,Foraminifera,Foraminifera,0.1
jap,Actinopterygii,Pomacentridae,Amblyglyphidodon curacao,11,Foraminifera,Foraminifera,0.11
jap,Actinopterygii,Pomacentridae,Amphiprion ocellaris,11,Foraminifera,Foraminifera,0.1
mad,Actinopterygii,Tetraodontidae,Canthigaster valentini,11,Foraminifera,Foraminifera,0.34
mari,Actinopterygii,Gobiidae,Istigobius ornatus,11,Foraminifera,Foraminifera,0.23
jap,Actinopterygii,Pomacentridae,Pomacentrus littoralis,11,Foraminifera,Foraminifera,0.28
mad,Actinopterygii,Pomacentridae,Pomacentrus sulfureus,11,Foraminifera,Foraminifera,0.81
mari,Actinopterygii,Tetraodontidae,Canthigaster solandri,11.5,Foraminifera,Foraminifera,0.06
jap,Actinopterygii,Pomacentridae,Chrysiptera glauca,11.5,Foraminifera,Foraminifera,0.5
jap,Actinopterygii,Labridae,Halichoeres melanurus,12,Foraminifera,Foraminifera,0.5
mari,Actinopterygii,Labridae,Halichoeres melanurus,12,Foraminifera,Foraminifera,0.25
jap,Actinopterygii,Labridae,Halichoeres nebulosus,12,Foraminifera,Foraminifera,0.17
mad,Actinopterygii,Labridae,Halichoeres timorensis,12,Foraminifera,Foraminifera,0.23
mari,Actinopterygii,Atherinidae,Hypoatherina temminckii,12,Foraminifera,Foraminifera,0.57
mari,Actinopterygii,Blenniidae,Blenniella paula,12.5,Foraminifera,Foraminifera,0.71
mad,Actinopterygii,Pomacentridae,Chrysiptera biocellata,12.5,Foraminifera,Foraminifera,0.21
mari,Actinopterygii,Pomacentridae,Chrysiptera biocellata,12.5,Foraminifera,Foraminifera,0.04
mari,Actinopterygii,Labridae,Halichoeres margaritaceus,12.5,Foraminifera,Foraminifera,0.26
mari,Actinopterygii,Blenniidae,Blenniella chrysospilos,13,Foraminifera,Foraminifera,0.4
jap,Actinopterygii,Gobiidae,Ptereleotris microlepis,13,Foraminifera,Foraminifera,0.08
mari,Actinopterygii,Labridae,Stethojulis sp,13.153,Foraminifera,Foraminifera,0.18
mad,Actinopterygii,Pomacentridae,Dascyllus trimaculatus,14,Foraminifera,Foraminifera,0.04
mad,Actinopterygii,Labridae,Labroides dimidiatus,14,Foraminifera,Foraminifera,0.06
jap,Actinopterygii,Blenniidae,Salarias fasciatus,14,Foraminifera,Foraminifera,0.83
mad,Actinopterygii,Blenniidae,Salarias fasciatus,14,Foraminifera,Foraminifera,0.53
jap,Actinopterygii,Pomacentridae,Stegastes nigricans,14,Foraminifera,Foraminifera,0.56
mari,Actinopterygii,Gobiidae,Valenciennea sexguttata,14,Foraminifera,Foraminifera,0.27
jap,Actinopterygii,Blenniidae,Atrosalarias holomelas,14.5,Foraminifera,Foraminifera,0.82
jap,Actinopterygii,Blenniidae,Exallias brevis,14.5,Foraminifera,Foraminifera,0.4
jap,Actinopterygii,Pomacentridae,Amphiprion clarkii,15,Foraminifera,Foraminifera,0.13
mad,Actinopterygii,Blenniidae,Blenniella periophthalmus,15,Foraminifera,Foraminifera,0.48
haw,Actinopterygii,Tetraodontidae,Canthigaster amboinensis,15,Foraminifera,Foraminifera,0.272727273
haw,Actinopterygii,Labridae,Macropharyngodon geoffroy,15,Foraminifera,Foraminifera,1
jap,Actinopterygii,Labridae,Macropharyngodon meleagris,15,Foraminifera,Foraminifera,0.83
mari,Actinopterygii,Labridae,Macropharyngodon meleagris,15,Foraminifera,Foraminifera,0.5
mad,Actinopterygii,Labridae,Oxycheilinus bimaculatus,15,Foraminifera,Foraminifera,0.02
haw,Actinopterygii,Labridae,Stethojulis balteata,15,Foraminifera,Foraminifera,0.4
mad,Actinopterygii,Labridae,Stethojulis balteata,15,Foraminifera,Foraminifera,0.07
mari,Actinopterygii,Labridae,Stethojulis balteata,15,Foraminifera,Foraminifera,0.23
jap,Actinopterygii,Labridae,Stethojulis bandanensis,15,Foraminifera,Foraminifera,0.9
jap,Actinopterygii,Labridae,Stethojulis strigiventer,15,Foraminifera,Foraminifera,0.8
mad,Actinopterygii,Labridae,Stethojulis strigiventer,15,Foraminifera,Foraminifera,0.58
jap,Actinopterygii,Labridae,Stethojulis trilineata,15,Foraminifera,Foraminifera,0.56
mad,Actinopterygii,Pomacentridae,Abudefduf sparoides,16,Foraminifera,Foraminifera,0.09
mad,Actinopterygii,Syngnathidae,Corythoichthys intestinalis,16,Foraminifera,Foraminifera,0.06
mad,Actinopterygii,Blenniidae,Istiblennius edentulus,16,Foraminifera,Foraminifera,0.18
mad,Actinopterygii,Monacanthidae,Pervagor melanocephalus,16,Foraminifera,Foraminifera,0.19
mad,Actinopterygii,Holocentridae,Sargocentron diadema,17,Foraminifera,Foraminifera,0.02
jap,Actinopterygii,Labridae,Labrichthys unilineatus,17.5,Foraminifera,Foraminifera,0.9
jap,Actinopterygii,Gobiidae,Amblygobius albimaculatus,18,Foraminifera,Foraminifera,0.05
jap,Actinopterygii,Labridae,Halichoeres marginatus,18,Foraminifera,Foraminifera,0.46
mari,Actinopterygii,Labridae,Halichoeres marginatus,18,Foraminifera,Foraminifera,0.2
jap,Actinopterygii,Labridae,Halichoeres melanochir,18,Foraminifera,Foraminifera,0.38
haw,Actinopterygii,Labridae,Halichoeres ornatissimus,18,Foraminifera,Foraminifera,0.230769231
haw,Actinopterygii,Chaetodontidae,Hemitaurichthys zoster,18,Foraminifera,Foraminifera,0.1
jap,Actinopterygii,Gobiidae,Valenciennea longipinnis,18,Foraminifera,Foraminifera,0.55
mad,Actinopterygii,Pomacentridae,Abudefduf sexfasciatus,19,Foraminifera,Foraminifera,0.03
nca,Actinopterygii,Balistidae,Pseudalutarius nasicornis,19,Foraminifera,Foraminifera,0.052631579
mad,Actinopterygii,Monacanthidae,Cantherhines sandwichiensis,19.3,Foraminifera,Foraminifera,0.57
jap,Actinopterygii,Pomacentridae,Abudefduf vaigiensis,20,Foraminifera,Foraminifera,0.14
mad,Actinopterygii,Labridae,Coris caudimacula,20,Foraminifera,Foraminifera,0.05
jap,Actinopterygii,Labridae,Coris variegata,20,Foraminifera,Foraminifera,0.68
mad,Actinopterygii,Labridae,Halichoeres scapularis,20,Foraminifera,Foraminifera,0.09
mari,Actinopterygii,Moringuidae,Moringua macrochir,20,Foraminifera,Foraminifera,0.4
jap,Actinopterygii,Labridae,Thalassoma hardwicke,20,Foraminifera,Foraminifera,0.22
mad,Actinopterygii,Labridae,Thalassoma hardwicke,20,Foraminifera,Foraminifera,0.1
mari,Actinopterygii,Labridae,Thalassoma hardwicke,20,Foraminifera,Foraminifera,0.09
jap,Actinopterygii,Acanthuridae,Acanthurus nigrofuscus,21,Foraminifera,Foraminifera,0.22
mari,Actinopterygii,Chaetodontidae,Chaetodon auriga,23,Foraminifera,Foraminifera,0.03
mad,Actinopterygii,Labridae,Thalassoma hebraicum,23,Foraminifera,Foraminifera,0.08
haw,Actinopterygii,Zanclidae,Zanclus cornutus,23,Foraminifera,Foraminifera,0.25
jap,Actinopterygii,Zanclidae,Zanclus cornutus,23,Foraminifera,Foraminifera,0.07
mari,Actinopterygii,Pomacentridae,Abudefduf sordidus,24,Foraminifera,Foraminifera,0.16
mari,Actinopterygii,Clupeidae,Herklotsichthys quadrimaculatus,25,Foraminifera,Foraminifera,0.05
mad,Actinopterygii,Ostraciidae,Ostracion meleagris,25,Foraminifera,Foraminifera,0.5
haw,Actinopterygii,Balistidae,Sufflamen bursa,25,Foraminifera,Foraminifera,0.444444444
jap,Actinopterygii,Acanthuridae,Ctenochaetus striatus,26,Foraminifera,Foraminifera,0.8
mari,Actinopterygii,Acanthuridae,Acanthurus triostegus,27,Foraminifera,Foraminifera,0.11
mad,Actinopterygii,Labridae,Halichoeres hortulanus,27,Foraminifera,Foraminifera,0.14
jap,Actinopterygii,Labridae,Halichoeres trimaculatus,27,Foraminifera,Foraminifera,0.07
mari,Actinopterygii,Labridae,Halichoeres trimaculatus,27,Foraminifera,Foraminifera,0.06
jap,Actinopterygii,Siganidae,Siganus spinus,28,Foraminifera,Foraminifera,0.24
haw,Actinopterygii,Labridae,Thalassoma duperrey,28,Foraminifera,Foraminifera,0.041666667
mad,Actinopterygii,Tetraodontidae,Arothron immaculatus,30,Foraminifera,Foraminifera,0.11
mad,Actinopterygii,Balistidae,Balistapus undulatus,30,Foraminifera,Foraminifera,0.03
jap,Actinopterygii,Lethrinidae,Gnathodentex aureolineatus,30,Foraminifera,Foraminifera,0.18
jap,Actinopterygii,Balistidae,Rhinecanthus aculeatus,30,Foraminifera,Foraminifera,0.89
mari,Actinopterygii,Balistidae,Rhinecanthus aculeatus,30,Foraminifera,Foraminifera,0.4
mari,Actinopterygii,Balistidae,Rhinecanthus rectangulus,30,Foraminifera,Foraminifera,0.12
jap,Actinopterygii,Siganidae,Siganus virgatus,30,Foraminifera,Foraminifera,0.04
haw,Actinopterygii,Labridae,Anampses cuvier,31,Foraminifera,Foraminifera,0.333333333
mad,Actinopterygii,Tetraodontidae,Canthigaster margaritata,31.2,Foraminifera,Foraminifera,0.35
mad,Actinopterygii,Holocentridae,Neoniphon sammara,32,Foraminifera,Foraminifera,0.07
jap,Actinopterygii,Tetraodontidae,Arothron nigropunctatus,33,Foraminifera,Foraminifera,0.2
mari,Actinopterygii,Acanthuridae,Acanthurus olivaceus,35,Foraminifera,Foraminifera,0.12
vir,Actinopterygii,Labridae,Halichoeres bivittatus,35,Foraminifera,Foraminifera,0.001
jap,Actinopterygii,Mullidae,Parupeneus trifasciatus,35,Foraminifera,Foraminifera,0.16
mari,Actinopterygii,Mullidae,Parupeneus trifasciatus,35,Foraminifera,Foraminifera,0.08
jap,Actinopterygii,Labridae,Hemigymnus melapterus,37,Foraminifera,Foraminifera,0.86
mari,Actinopterygii,Hemiramphidae,Hyporhamphus affinis,38,Foraminifera,Foraminifera,0.3
mari,Actinopterygii,Acanthuridae,Acanthurus gahhm,40,Foraminifera,Foraminifera,0.11
jap,Actinopterygii,Labridae,Chlorurus sordidus,40,Foraminifera,Foraminifera,0.02
mad,Actinopterygii,Labridae,Chlorurus sordidus,40,Foraminifera,Foraminifera,0.67
mari,Actinopterygii,Siganidae,Siganus argenteus,40,Foraminifera,Foraminifera,0.2
vir,Actinopterygii,Haemulidae,Anisotremus virginicus,40.6,Foraminifera,Foraminifera,0.005
mari,Actinopterygii,Mullidae,Mulloidichthys flavolineatus,43,Foraminifera,Foraminifera,0.14
nca,Actinopterygii,Lethrinidae,Gymnocranius sp,43.6,Foraminifera,Foraminifera,0.012658228
nca,Actinopterygii,Lethrinidae,Gymnocranius euanus,45,Foraminifera,Foraminifera,0.004524887
mari,Actinopterygii,Ostraciidae,Ostracion cubicus,45,Foraminifera,Foraminifera,0.67
jap,Actinopterygii,Labridae,Thalassoma lunare,45,Foraminifera,Foraminifera,0.13
mari,Actinopterygii,Mugilidae,Neomyxus leuciscus,46,Foraminifera,Foraminifera,1
mad,Actinopterygii,Tetraodontidae,Arothron hispidus,50,Foraminifera,Foraminifera,0.22
nca,Actinopterygii,Lethrinidae,Lethrinus harak,50,Foraminifera,Foraminifera,0.025641026
nca,Actinopterygii,Lutjanidae,Lutjanus gibbus,50,Foraminifera,Foraminifera,0.005633803
haw,Actinopterygii,Balistidae,Melichthys niger,50,Foraminifera,Foraminifera,0.285714286
vir,Actinopterygii,Balistidae,Melichthys niger,50,Foraminifera,Foraminifera,0.001
jap,Actinopterygii,Mullidae,Parupeneus spilurus,50,Foraminifera,Foraminifera,0.14
jap,Actinopterygii,Acanthuridae,Acanthurus dussumieri,54,Foraminifera,Foraminifera,0.91
mari,Actinopterygii,Mugilidae,Crenimugil crenilabis,60,Foraminifera,Foraminifera,0.76
mad,Actinopterygii,Holocentridae,Myripristis murdjan,60,Foraminifera,Foraminifera,0.08
jap,Actinopterygii,Mullidae,Parupeneus barberinus,60,Foraminifera,Foraminifera,0.36
mari,Actinopterygii,Mullidae,Parupeneus barberinus,60,Foraminifera,Foraminifera,0.08
mari,Actinopterygii,Polynemidae,Polydactylus sexfilis,61,Foraminifera,Foraminifera,0.16
mari,Actinopterygii,Serranidae,Anyperodon leucogrammicus,65,Foraminifera,Foraminifera,0.33
jap,Actinopterygii,Labridae,Scarus prasiognathos,70,Foraminifera,Foraminifera,0.33
mari,Actinopterygii,Carangidae,Selar crumenophthalmus,70,Foraminifera,Foraminifera,0.6
jap,Actinopterygii,Labridae,Scarus ghobban,75,Foraminifera,Foraminifera,0.7
vir,Actinopterygii,Labridae,Scarus coelestinus,77,Foraminifera,Foraminifera,0.002
nca,Actinopterygii,Lethrinidae,Gymnocranius grandoculis,80,Foraminifera,Foraminifera,0.010989011
mari,Actinopterygii,Muraenidae,Gymnothorax sp,81.9527027027,Foraminifera,Foraminifera,0.14
nca,Actinopterygii,Lethrinidae,Lethrinus nebulosus,87,Foraminifera,Foraminifera,0.001425517
mad,Actinopterygii,Gobiidae,Eviota prasina,3.1,Gastropoda,Gastropoda,0.02
mad,Actinopterygii,Gobiesocidae,Lepadichthys coccinotaenia,5,Gastropoda,Gastropoda,0.09
mad,Actinopterygii,Gobiidae,Gnatholepis cauerensis,6,Gastropoda,Gastropoda,0.05
haw,Actinopterygii,Pomacentridae,Plectroglyphidodon imparipennis,6,Gastropoda,Gastropoda,0.133333333
mad,Actinopterygii,Apogonidae,Foa brachygramma,6.4,Gastropoda,Gastropoda,0.01
jap,Actinopterygii,Gobiidae,Asterropteryx semipunctata,6.5,Gastropoda,Gastropoda,0.22
mad,Actinopterygii,Gobiidae,Asterropteryx semipunctata,6.5,Gastropoda,Gastropoda,0.24
jap,Actinopterygii,Gobiidae,Callogobius hasseltii,7.3,Gastropoda,Gastropoda,0.2
jap,Actinopterygii,Gobiidae,Fusigobius neophytus,7.5,Gastropoda,Gastropoda,0.63
mad,Actinopterygii,Gobiidae,Fusigobius neophytus,7.5,Gastropoda,Gastropoda,0.06
mad,Actinopterygii,Pomacentridae,Pomacentrus tripunctatus,7.5,Gastropoda,Gastropoda,0.18
mad,Actinopterygii,Gobiidae,Istigobius spence,7.9,Gastropoda,Gastropoda,0.05
mad,Actinopterygii,Pomacanthidae,Chrysiptera annulata,8,Gastropoda,Gastropoda,0.05
mad,Actinopterygii,Pomacentridae,Chrysiptera brownriggii,8,Gastropoda,Gastropoda,0.17
mari,Actinopterygii,Gobiidae,Gnatholepis anjerensis,8.4,Gastropoda,Gastropoda,0.2
mad,Actinopterygii,Blenniidae,Petroscirtes mitratus,8.5,Gastropoda,Gastropoda,0.07
mad,Actinopterygii,Gobiidae,Vanderhorstia ornatissima,8.5,Gastropoda,Gastropoda,0.09
mad,Actinopterygii,Blenniidae,Cirripectes variolosus,8.9,Gastropoda,Gastropoda,0.32
mari,Actinopterygii,Blenniidae,Cirripectes variolosus,8.9,Gastropoda,Gastropoda,0.11
jap,Actinopterygii,Callionymidae,Neosynchiropus ocellatus,8.9,Gastropoda,Gastropoda,0.88
haw,Actinopterygii,Tetraodontidae,Canthigaster jactator,9,Gastropoda,Gastropoda,0.666666667
mad,Actinopterygii,Apogonidae,Fowleria aurita,9,Gastropoda,Gastropoda,0.04
jap,Actinopterygii,Pomacentridae,Pomacentrus amboinensis,9,Gastropoda,Gastropoda,0.06
mad,Actinopterygii,Pseudochromidae,Pseudochromis natalensis,9,Gastropoda,Gastropoda,0.08
mad,Actinopterygii,Pomacentridae,Dascyllus aruanus,10,Gastropoda,Gastropoda,0.17
mad,Actinopterygii,Apogonidae,Nectamia savayensis,10,Gastropoda,Gastropoda,0.06
mad,Actinopterygii,Gobiidae,Oplopomus oplopomus,10,Gastropoda,Gastropoda,0.3
mad,Actinopterygii,Pomacentridae,Plectroglyphidodon lacrymatus,10,Gastropoda,Gastropoda,0.36
mari,Actinopterygii,Pomacentridae,Plectroglyphidodon lacrymatus,10,Gastropoda,Gastropoda,0.07
jap,Actinopterygii,Plesiopidae,Plesiops coeruleolineatus,10,Gastropoda,Gastropoda,0.29
mad,Actinopterygii,Plesiopidae,Plesiops coeruleolineatus,10,Gastropoda,Gastropoda,0.16
mari,Actinopterygii,Plesiopidae,Plesiops coeruleolineatus,10,Gastropoda,Gastropoda,0.2
mad,Actinopterygii,Pomacentridae,Pomacentrus caeruleus,10,Gastropoda,Gastropoda,0.15
mad,Actinopterygii,Labridae,Pseudocheilinus hexataenia,10,Gastropoda,Gastropoda,0.2
vir,Actinopterygii,Pomacentridae,Stegastes leucostictus,10,Gastropoda,Gastropoda,0.003
mad,Actinopterygii,Pomacentridae,Chromis ternatensis,10.5,Gastropoda,Gastropoda,0.03
mad,Actinopterygii,Tetraodontidae,Canthigaster valentini,11,Gastropoda,Gastropoda,0.34
mari,Actinopterygii,Gobiidae,Istigobius ornatus,11,Gastropoda,Gastropoda,0.15
mad,Actinopterygii,Apogonidae,Ostorhinchus angustatus,11,Gastropoda,Gastropoda,0.06
mad,Actinopterygii,Pomacentridae,Pomacentrus sulfureus,11,Gastropoda,Gastropoda,0.18
jap,Actinopterygii,Pomacentridae,Chrysiptera glauca,11.5,Gastropoda,Gastropoda,0.17
mari,Actinopterygii,Pomacentridae,Chrysiptera glauca,11.5,Gastropoda,Gastropoda,0.03
vir,Actinopterygii,Labrisomidae,Gobioclinus guppyi,11.5,Gastropoda,Gastropoda,0.05
vir,Actinopterygii,Tetraodontidae,Canthigaster rostrata,12,Gastropoda,Gastropoda,0.078
mad,Actinopterygii,Bythitidae,Dinematichthys iluocoeteoides,12,Gastropoda,Gastropoda,0.08
mad,Actinopterygii,Callionymidae,Diplogrammus infulatus,12,Gastropoda,Gastropoda,0.31
jap,Actinopterygii,Labridae,Halichoeres melanurus,12,Gastropoda,Gastropoda,0.64
jap,Actinopterygii,Labridae,Halichoeres nebulosus,12,Gastropoda,Gastropoda,1
mad,Actinopterygii,Labridae,Halichoeres timorensis,12,Gastropoda,Gastropoda,0.47
mari,Actinopterygii,Atherinidae,Hypoatherina temminckii,12,Gastropoda,Gastropoda,0.14
mad,Actinopterygii,Blenniidae,Plagiotremus rhinorhynchos,12,Gastropoda,Gastropoda,0.09
vir,Actinopterygii,Blenniidae,Scartella cristata,12,Gastropoda,Gastropoda,0.008
mari,Actinopterygii,Blenniidae,Blenniella paula,12.5,Gastropoda,Gastropoda,0.04
mad,Actinopterygii,Pomacentridae,Chrysiptera biocellata,12.5,Gastropoda,Gastropoda,0.02
mari,Actinopterygii,Labridae,Halichoeres margaritaceus,12.5,Gastropoda,Gastropoda,0.13
vir,Actinopterygii,Pomacentridae,Stegastes variabilis,12.5,Gastropoda,Gastropoda,0.011
vir,Actinopterygii,Pomacentridae,Stegastes fuscus,12.6,Gastropoda,Gastropoda,0.033
mad,Actinopterygii,Pomacentridae,Amphiprion latifasciatus,13,Gastropoda,Gastropoda,0.17
haw,Actinopterygii,Chaetodontidae,Chaetodon fremblii,13,Gastropoda,Gastropoda,0.25
jap,Actinopterygii,Apogonidae,Cheilodipterus quinquelineatus,13,Gastropoda,Gastropoda,0.1
mari,Actinopterygii,Apogonidae,Cheilodipterus quinquelineatus,13,Gastropoda,Gastropoda,0.12
mari,Actinopterygii,Labridae,Stethojulis sp,13.153,Gastropoda,Gastropoda,0.45
mad,Actinopterygii,Pomacentridae,Dascyllus trimaculatus,14,Gastropoda,Gastropoda,0.33
mad,Actinopterygii,Labridae,Labroides dimidiatus,14,Gastropoda,Gastropoda,0.06
mad,Actinopterygii,Apogonidae,Ostorhinchus endekataenia,14,Gastropoda,Gastropoda,0.18
jap,Actinopterygii,Blenniidae,Salarias fasciatus,14,Gastropoda,Gastropoda,0.25
mad,Actinopterygii,Blenniidae,Salarias fasciatus,14,Gastropoda,Gastropoda,0.06
mad,Actinopterygii,Scorpaenidae,Scorpaenodes guamensis,14,Gastropoda,Gastropoda,0.08
jap,Actinopterygii,Pomacentridae,Stegastes nigricans,14,Gastropoda,Gastropoda,0.06
mari,Actinopterygii,Gobiidae,Valenciennea sexguttata,14,Gastropoda,Gastropoda,0.38
jap,Actinopterygii,Blenniidae,Atrosalarias holomelas,14.5,Gastropoda,Gastropoda,0.07
mad,Actinopterygii,Blenniidae,Blenniella periophthalmus,15,Gastropoda,Gastropoda,0.03
haw,Actinopterygii,Tetraodontidae,Canthigaster amboinensis,15,Gastropoda,Gastropoda,0.363636364
haw,Actinopterygii,Labridae,Macropharyngodon geoffroy,15,Gastropoda,Gastropoda,1
jap,Actinopterygii,Labridae,Macropharyngodon meleagris,15,Gastropoda,Gastropoda,0.83
mari,Actinopterygii,Labridae,Macropharyngodon meleagris,15,Gastropoda,Gastropoda,0.75
nca,Actinopterygii,Platycephalidae,Onigocia macrolepis,15,Gastropoda,Gastropoda,0.090909091
mad,Actinopterygii,Labridae,Oxycheilinus bimaculatus,15,Gastropoda,Gastropoda,0.1
mad,Actinopterygii,Scorpaenidae,Parascorpaena aurita,15,Gastropoda,Gastropoda,0.14
haw,Actinopterygii,Labridae,Stethojulis balteata,15,Gastropoda,Gastropoda,0.8
mad,Actinopterygii,Labridae,Stethojulis balteata,15,Gastropoda,Gastropoda,0.03
mari,Actinopterygii,Labridae,Stethojulis balteata,15,Gastropoda,Gastropoda,0.04
jap,Actinopterygii,Labridae,Stethojulis bandanensis,15,Gastropoda,Gastropoda,0.65
jap,Actinopterygii,Labridae,Stethojulis strigiventer,15,Gastropoda,Gastropoda,0.63
mad,Actinopterygii,Labridae,Stethojulis strigiventer,15,Gastropoda,Gastropoda,0.47
jap,Actinopterygii,Labridae,Stethojulis trilineata,15,Gastropoda,Gastropoda,0.44
mad,Actinopterygii,Apogonidae,Pristiapogon kallopterus,15.5,Gastropoda,Gastropoda,0.02
mari,Actinopterygii,Apogonidae,Pristiapogon kallopterus,15.5,Gastropoda,Gastropoda,0.05
mad,Actinopterygii,Pomacentridae,Abudefduf sparoides,16,Gastropoda,Gastropoda,0.09
haw,Actinopterygii,Chaetodontidae,Chaetodon quadrimaculatus,16,Gastropoda,Gastropoda,0.136363636
mad,Actinopterygii,Syngnathidae,Corythoichthys intestinalis,16,Gastropoda,Gastropoda,0.03
mad,Actinopterygii,Syngnathidae,Hippichthys cyanospilos,16,Gastropoda,Gastropoda,0.05
mad,Actinopterygii,Labridae,Novaculoides macrolepidotus,16,Gastropoda,Gastropoda,0.24
